Day of Year,Date,Weight
9,2050-01-10,25
12,2050-01-13,19
18,2050-01-19,5
35,2050-02-05,6
46,2050-02-16,14
50,2050-02-20,22
55,2050-02-25,20
82,2050-03-24,17
84,2050-03-26,15
119,2050-04-30,6
133,2050-05-14,2
150,2050-05-31,11
164,2050-06-14,18
195,2050-07-15,4
197,2050-07-17,5
198,2050-07-18,2
205,2050-07-25,7
219,2050-08-08,11
220,2050-08-09,9
223,2050-08-12,12
231,2050-08-20,8
243,2050-09-01,10
263,2050-09-21,50
283,2050-10-11,29
287,2050-10-15,9
300,2050-10-28,5
307,2050-11-04,11
363,2050-12-30,13
