Day of Year,Date,Weight
1,2050-01-02,1
2,2050-01-03,1
3,2050-01-04,2
4,2050-01-05,3
9,2050-01-10,16
12,2050-01-13,13
20,2050-01-21,2
31,2050-02-01,5
35,2050-02-05,4
39,2050-02-09,2
46,2050-02-16,11
55,2050-02-25,10
63,2050-03-05,3
75,2050-03-17,5
84,2050-03-26,5
94,2050-04-05,7
95,2050-04-06,3
96,2050-04-07,1
98,2050-04-09,3
113,2050-04-24,7
114,2050-04-25,5
115,2050-04-26,9
124,2050-05-05,2
125,2050-05-06,4
126,2050-05-07,2
133,2050-05-14,2
141,2050-05-22,11
150,2050-05-31,5
153,2050-06-03,8
161,2050-06-11,3
163,2050-06-13,8
166,2050-06-16,6
171,2050-06-21,1
172,2050-06-22,2
173,2050-06-23,1
174,2050-06-24,2
182,2050-07-02,2
185,2050-07-05,1
186,2050-07-06,3
187,2050-07-07,4
190,2050-07-10,2
196,2050-07-16,2
197,2050-07-17,3
201,2050-07-21,1
203,2050-07-23,3
208,2050-07-28,4
209,2050-07-29,3
210,2050-07-30,3
217,2050-08-06,2
218,2050-08-07,4
219,2050-08-08,6
221,2050-08-10,2
223,2050-08-12,4
225,2050-08-14,2
228,2050-08-17,4
230,2050-08-19,1
231,2050-08-20,3
234,2050-08-23,3
242,2050-08-31,2
243,2050-09-01,6
250,2050-09-08,1
257,2050-09-15,3
259,2050-09-17,7
268,2050-09-26,17
283,2050-10-11,16
287,2050-10-15,5
297,2050-10-25,13
304,2050-11-01,2
307,2050-11-04,10
310,2050-11-07,1
321,2050-11-18,6
323,2050-11-20,8
325,2050-11-22,9
327,2050-11-24,1
340,2050-12-07,7
341,2050-12-08,4
364,2050-12-31,10
