Day of Year,Date,Weight
3,2050-01-04,2
4,2050-01-05,4
9,2050-01-10,17
20,2050-01-21,3
33,2050-02-03,6
46,2050-02-16,19
48,2050-02-18,7
54,2050-02-24,1
55,2050-02-25,7
79,2050-03-21,17
87,2050-03-29,5
94,2050-04-05,13
98,2050-04-09,4
109,2050-04-20,14
132,2050-05-13,6
142,2050-05-23,10
154,2050-06-04,10
157,2050-06-07,11
173,2050-06-23,1
175,2050-06-25,4
176,2050-06-26,4
177,2050-06-27,11
185,2050-07-05,3
186,2050-07-06,2
195,2050-07-15,2
198,2050-07-18,2
199,2050-07-19,1
205,2050-07-25,2
208,2050-07-28,2
215,2050-08-04,2
216,2050-08-05,2
218,2050-08-07,2
219,2050-08-08,7
221,2050-08-10,2
223,2050-08-12,8
225,2050-08-14,6
229,2050-08-18,6
234,2050-08-23,6
237,2050-08-26,6
242,2050-08-31,5
243,2050-09-01,3
245,2050-09-03,7
256,2050-09-14,4
259,2050-09-17,8
270,2050-09-28,8
272,2050-09-30,9
283,2050-10-11,13
298,2050-10-26,7
302,2050-10-30,1
307,2050-11-04,7
308,2050-11-05,4
311,2050-11-08,6
325,2050-11-22,10
326,2050-11-23,2
336,2050-12-03,8
339,2050-12-06,3
354,2050-12-21,8
355,2050-12-22,5
357,2050-12-24,10
