Day of Year,Date,Weight
16,2050-01-17,5
21,2050-01-22,1
34,2050-02-04,8
46,2050-02-16,18
52,2050-02-22,3
96,2050-04-07,7
104,2050-04-15,6
107,2050-04-18,4
112,2050-04-23,6
126,2050-05-07,5
137,2050-05-18,8
138,2050-05-19,9
141,2050-05-22,16
155,2050-06-05,7
166,2050-06-16,4
167,2050-06-17,3
171,2050-06-21,1
173,2050-06-23,3
175,2050-06-25,4
178,2050-06-28,8
180,2050-06-30,3
186,2050-07-06,6
189,2050-07-09,4
195,2050-07-15,4
197,2050-07-17,3
200,2050-07-20,4
207,2050-07-27,6
213,2050-08-02,3
219,2050-08-08,2
222,2050-08-11,3
223,2050-08-12,4
234,2050-08-23,8
237,2050-08-26,6
239,2050-08-28,8
245,2050-09-03,7
254,2050-09-12,6
262,2050-09-20,6
285,2050-10-13,13
288,2050-10-16,10
291,2050-10-19,10
295,2050-10-23,6
298,2050-10-26,12
300,2050-10-28,18
313,2050-11-10,7
314,2050-11-11,7
324,2050-11-21,6
328,2050-11-25,5
331,2050-11-28,12
336,2050-12-03,8
340,2050-12-07,12
342,2050-12-09,7
347,2050-12-14,7
354,2050-12-21,12
363,2050-12-30,2
364,2050-12-31,2
