Day of Year,Date,Weight
7,2050-01-08,5
11,2050-01-12,17
13,2050-01-14,6
27,2050-01-28,11
36,2050-02-06,21
68,2050-03-10,14
72,2050-03-14,13
73,2050-03-15,13
99,2050-04-10,14
112,2050-04-23,11
136,2050-05-17,11
142,2050-05-23,17
146,2050-05-27,6
155,2050-06-05,11
158,2050-06-08,14
180,2050-06-30,10
197,2050-07-17,5
205,2050-07-25,8
211,2050-07-31,13
213,2050-08-02,20
218,2050-08-07,3
233,2050-08-22,7
262,2050-09-20,19
263,2050-09-21,12
272,2050-09-30,8
278,2050-10-06,7
293,2050-10-21,15
313,2050-11-10,15
322,2050-11-19,4
332,2050-11-29,10
353,2050-12-20,3
354,2050-12-21,13
362,2050-12-29,9
