Day of Year,Date,Weight
3,2050-01-04,6
16,2050-01-17,8
36,2050-02-06,24
40,2050-02-10,11
57,2050-02-27,7
63,2050-03-05,5
70,2050-03-12,4
75,2050-03-17,5
90,2050-04-01,5
91,2050-04-02,8
99,2050-04-10,9
101,2050-04-12,9
103,2050-04-14,5
107,2050-04-18,2
110,2050-04-21,4
116,2050-04-27,9
121,2050-05-02,9
128,2050-05-09,11
133,2050-05-14,1
147,2050-05-28,5
154,2050-06-04,2
156,2050-06-06,2
162,2050-06-12,5
180,2050-06-30,8
196,2050-07-16,5
198,2050-07-18,2
199,2050-07-19,2
204,2050-07-24,13
207,2050-07-27,7
213,2050-08-02,11
216,2050-08-05,1
218,2050-08-07,1
225,2050-08-14,5
232,2050-08-21,3
234,2050-08-23,8
238,2050-08-27,9
245,2050-09-03,7
256,2050-09-14,2
263,2050-09-21,11
266,2050-09-24,8
267,2050-09-25,11
275,2050-10-03,5
276,2050-10-04,7
284,2050-10-12,6
286,2050-10-14,7
316,2050-11-13,7
317,2050-11-14,12
320,2050-11-17,8
321,2050-11-18,5
330,2050-11-27,6
331,2050-11-28,12
342,2050-12-09,6
354,2050-12-21,14
