Day of Year,Date,Weight
3,2050-01-04,3
9,2050-01-10,10
16,2050-01-17,5
23,2050-01-24,8
32,2050-02-02,8
45,2050-02-15,9
59,2050-03-01,2
60,2050-03-02,6
61,2050-03-03,6
63,2050-03-05,5
70,2050-03-12,4
71,2050-03-13,8
99,2050-04-10,11
101,2050-04-12,8
103,2050-04-14,7
105,2050-04-16,3
122,2050-05-03,4
123,2050-05-04,5
125,2050-05-06,1
126,2050-05-07,3
128,2050-05-09,10
133,2050-05-14,1
136,2050-05-17,10
142,2050-05-23,8
147,2050-05-28,5
149,2050-05-30,4
154,2050-06-04,3
163,2050-06-13,2
168,2050-06-18,1
171,2050-06-21,1
172,2050-06-22,1
186,2050-07-06,9
187,2050-07-07,2
189,2050-07-09,4
196,2050-07-16,5
197,2050-07-17,2
200,2050-07-20,7
205,2050-07-25,7
210,2050-07-30,9
211,2050-07-31,5
216,2050-08-05,1
218,2050-08-07,1
220,2050-08-09,1
225,2050-08-14,4
234,2050-08-23,7
240,2050-08-29,4
245,2050-09-03,5
256,2050-09-14,1
264,2050-09-22,11
269,2050-09-27,7
274,2050-10-02,6
280,2050-10-08,4
281,2050-10-09,7
288,2050-10-16,13
293,2050-10-21,10
306,2050-11-03,4
308,2050-11-05,5
313,2050-11-10,8
314,2050-11-11,5
315,2050-11-12,3
321,2050-11-18,2
324,2050-11-21,6
330,2050-11-27,5
331,2050-11-28,8
341,2050-12-08,5
342,2050-12-09,4
349,2050-12-16,10
351,2050-12-18,3
359,2050-12-26,3
