Day of Year,Date,Weight
3,2050-01-04,2
4,2050-01-05,4
9,2050-01-10,17
10,2050-01-11,9
14,2050-01-15,2
27,2050-01-28,13
28,2050-01-29,9
36,2050-02-06,12
73,2050-03-15,21
109,2050-04-20,9
112,2050-04-23,8
114,2050-04-25,12
132,2050-05-13,10
135,2050-05-16,24
149,2050-05-30,1
151,2050-06-01,7
165,2050-06-15,12
167,2050-06-17,4
171,2050-06-21,1
173,2050-06-23,1
175,2050-06-25,4
181,2050-07-01,6
195,2050-07-15,3
198,2050-07-18,2
199,2050-07-19,1
200,2050-07-20,6
205,2050-07-25,6
215,2050-08-04,2
225,2050-08-14,8
229,2050-08-18,6
234,2050-08-23,8
235,2050-08-24,8
237,2050-08-26,7
242,2050-08-31,6
245,2050-09-03,7
259,2050-09-17,7
283,2050-10-11,28
300,2050-10-28,14
302,2050-10-30,1
314,2050-11-11,7
323,2050-11-20,5
325,2050-11-22,15
345,2050-12-12,4
353,2050-12-20,8
355,2050-12-22,8
357,2050-12-24,10
