Day of Year,Date,Weight
9,2050-01-10,9
13,2050-01-14,7
31,2050-02-01,8
36,2050-02-06,12
37,2050-02-07,1
40,2050-02-10,13
44,2050-02-14,10
58,2050-02-28,3
72,2050-03-14,15
79,2050-03-21,9
91,2050-04-02,9
95,2050-04-06,1
97,2050-04-08,6
104,2050-04-15,5
110,2050-04-21,5
118,2050-04-29,2
122,2050-05-03,4
124,2050-05-05,1
128,2050-05-09,12
132,2050-05-13,3
147,2050-05-28,7
151,2050-06-01,7
158,2050-06-08,15
166,2050-06-16,8
178,2050-06-28,4
187,2050-07-07,3
194,2050-07-14,7
196,2050-07-16,7
197,2050-07-17,3
200,2050-07-20,7
205,2050-07-25,6
206,2050-07-26,8
229,2050-08-18,2
235,2050-08-24,11
236,2050-08-25,3
243,2050-09-01,2
250,2050-09-08,2
254,2050-09-12,18
264,2050-09-22,12
274,2050-10-02,7
279,2050-10-07,3
285,2050-10-13,13
293,2050-10-21,13
301,2050-10-29,5
311,2050-11-08,8
313,2050-11-10,7
320,2050-11-17,7
349,2050-12-16,9
357,2050-12-24,3
359,2050-12-26,5
361,2050-12-28,8
362,2050-12-29,10
