Day of Year,Date,Weight
0,2050-01-01,1
2,2050-01-03,1
3,2050-01-04,1
10,2050-01-11,5
12,2050-01-13,12
14,2050-01-15,2
16,2050-01-17,4
18,2050-01-19,3
27,2050-01-28,8
28,2050-01-29,3
31,2050-02-01,6
35,2050-02-05,4
46,2050-02-16,11
53,2050-02-23,5
60,2050-03-02,6
68,2050-03-10,7
75,2050-03-17,4
84,2050-03-26,5
94,2050-04-05,10
97,2050-04-08,6
98,2050-04-09,3
103,2050-04-14,2
107,2050-04-18,4
112,2050-04-23,2
113,2050-04-24,6
114,2050-04-25,6
124,2050-05-05,2
125,2050-05-06,4
126,2050-05-07,2
129,2050-05-10,10
131,2050-05-12,7
146,2050-05-27,3
148,2050-05-29,1
149,2050-05-30,1
151,2050-06-01,3
152,2050-06-02,1
161,2050-06-11,3
163,2050-06-13,8
167,2050-06-17,4
172,2050-06-22,2
173,2050-06-23,1
176,2050-06-26,3
183,2050-07-03,4
186,2050-07-06,4
192,2050-07-12,4
196,2050-07-16,2
197,2050-07-17,3
199,2050-07-19,1
203,2050-07-23,3
206,2050-07-26,4
208,2050-07-28,2
209,2050-07-29,3
210,2050-07-30,2
211,2050-07-31,1
214,2050-08-03,2
216,2050-08-05,2
218,2050-08-07,4
219,2050-08-08,5
220,2050-08-09,5
223,2050-08-12,6
230,2050-08-19,1
231,2050-08-20,3
234,2050-08-23,3
242,2050-08-31,3
243,2050-09-01,3
251,2050-09-09,3
259,2050-09-17,7
260,2050-09-18,7
261,2050-09-19,3
264,2050-09-22,9
276,2050-10-04,12
287,2050-10-15,4
291,2050-10-19,7
298,2050-10-26,9
301,2050-10-29,2
302,2050-10-30,1
304,2050-11-01,1
314,2050-11-11,4
321,2050-11-18,5
323,2050-11-20,10
326,2050-11-23,2
327,2050-11-24,1
340,2050-12-07,8
341,2050-12-08,4
361,2050-12-28,4
364,2050-12-31,10
