Day of Year,Date,Weight
11,2050-01-12,22
13,2050-01-14,8
16,2050-01-17,10
36,2050-02-06,24
40,2050-02-10,23
72,2050-03-14,25
91,2050-04-02,12
96,2050-04-07,12
128,2050-05-09,13
130,2050-05-11,5
136,2050-05-17,15
143,2050-05-24,13
147,2050-05-28,8
155,2050-06-05,7
172,2050-06-22,2
186,2050-07-06,19
191,2050-07-11,5
197,2050-07-17,3
204,2050-07-24,16
207,2050-07-27,10
230,2050-08-19,4
234,2050-08-23,10
254,2050-09-12,16
266,2050-09-24,15
270,2050-09-28,17
278,2050-10-06,10
288,2050-10-16,19
320,2050-11-17,10
347,2050-12-14,6
359,2050-12-26,6
