Day of Year,Date,Weight
9,2050-01-10,16
20,2050-01-21,2
32,2050-02-02,5
34,2050-02-04,6
40,2050-02-10,9
46,2050-02-16,17
48,2050-02-18,4
69,2050-03-11,6
91,2050-04-02,6
97,2050-04-08,4
101,2050-04-12,11
103,2050-04-14,4
114,2050-04-25,6
117,2050-04-28,7
127,2050-05-08,6
130,2050-05-11,4
133,2050-05-14,1
137,2050-05-18,7
142,2050-05-23,8
144,2050-05-25,6
154,2050-06-04,2
161,2050-06-11,6
162,2050-06-12,5
175,2050-06-25,5
179,2050-06-29,2
180,2050-06-30,8
189,2050-07-09,3
196,2050-07-16,7
198,2050-07-18,2
199,2050-07-19,2
205,2050-07-25,6
210,2050-07-30,10
213,2050-08-02,8
220,2050-08-09,2
225,2050-08-14,6
232,2050-08-21,4
234,2050-08-23,10
239,2050-08-28,7
251,2050-09-09,3
261,2050-09-19,5
263,2050-09-21,11
264,2050-09-22,9
266,2050-09-24,6
267,2050-09-25,6
271,2050-09-29,5
272,2050-09-30,4
275,2050-10-03,1
287,2050-10-15,4
288,2050-10-16,9
290,2050-10-18,6
297,2050-10-25,4
308,2050-11-05,7
320,2050-11-17,6
327,2050-11-24,3
328,2050-11-25,1
330,2050-11-27,7
338,2050-12-05,10
345,2050-12-12,6
354,2050-12-21,9
355,2050-12-22,10
356,2050-12-23,3
