Day of Year,Date,Weight
1,2050-01-02,1
2,2050-01-03,1
3,2050-01-04,1
6,2050-01-07,2
12,2050-01-13,12
16,2050-01-17,6
18,2050-01-19,3
20,2050-01-21,2
21,2050-01-22,2
28,2050-01-29,3
35,2050-02-05,4
38,2050-02-08,8
46,2050-02-16,11
48,2050-02-18,8
50,2050-02-20,11
52,2050-02-22,4
57,2050-02-27,8
76,2050-03-18,3
83,2050-03-25,1
84,2050-03-26,4
87,2050-03-29,5
93,2050-04-04,5
94,2050-04-05,8
97,2050-04-08,5
98,2050-04-09,3
114,2050-04-25,7
115,2050-04-26,10
118,2050-04-29,4
126,2050-05-07,2
129,2050-05-10,11
130,2050-05-11,7
133,2050-05-14,2
142,2050-05-23,5
146,2050-05-27,3
148,2050-05-29,1
163,2050-06-13,8
167,2050-06-17,4
171,2050-06-21,1
172,2050-06-22,2
175,2050-06-25,1
180,2050-06-30,1
187,2050-07-07,3
189,2050-07-09,2
191,2050-07-11,3
195,2050-07-15,2
199,2050-07-19,1
201,2050-07-21,1
207,2050-07-27,2
209,2050-07-29,3
210,2050-07-30,2
215,2050-08-04,2
216,2050-08-05,1
217,2050-08-06,1
218,2050-08-07,4
219,2050-08-08,6
221,2050-08-10,3
223,2050-08-12,6
228,2050-08-17,4
230,2050-08-19,1
232,2050-08-21,4
233,2050-08-22,4
238,2050-08-27,2
239,2050-08-28,1
240,2050-08-29,5
243,2050-09-01,5
248,2050-09-06,1
251,2050-09-09,2
254,2050-09-12,15
257,2050-09-15,4
258,2050-09-16,2
259,2050-09-17,7
261,2050-09-19,1
276,2050-10-04,10
278,2050-10-06,5
284,2050-10-12,4
293,2050-10-21,3
297,2050-10-25,8
301,2050-10-29,4
302,2050-10-30,1
314,2050-11-11,5
322,2050-11-19,3
328,2050-11-25,4
340,2050-12-07,8
341,2050-12-08,4
348,2050-12-15,5
357,2050-12-24,3
358,2050-12-25,1
362,2050-12-29,2
363,2050-12-30,5
