Day of Year,Date,Weight
0,2050-01-01,6
11,2050-01-12,17
13,2050-01-14,7
16,2050-01-17,7
36,2050-02-06,15
63,2050-03-05,5
69,2050-03-11,10
84,2050-03-26,7
92,2050-04-03,8
96,2050-04-07,8
110,2050-04-21,5
128,2050-05-09,11
130,2050-05-11,10
131,2050-05-12,5
137,2050-05-18,13
161,2050-06-11,8
166,2050-06-16,9
171,2050-06-21,2
175,2050-06-25,5
186,2050-07-06,18
196,2050-07-16,10
198,2050-07-18,2
207,2050-07-27,8
225,2050-08-14,6
232,2050-08-21,2
237,2050-08-26,4
239,2050-08-28,12
258,2050-09-16,6
262,2050-09-20,13
269,2050-09-27,14
270,2050-09-28,10
280,2050-10-08,6
287,2050-10-15,5
289,2050-10-17,14
291,2050-10-19,20
306,2050-11-03,3
324,2050-11-21,7
339,2050-12-06,14
340,2050-12-07,6
349,2050-12-16,10
358,2050-12-25,6
362,2050-12-29,11
