Day of Year,Date,Weight
9,2050-01-10,12
21,2050-01-22,2
32,2050-02-02,7
34,2050-02-04,7
46,2050-02-16,15
58,2050-02-28,4
77,2050-03-19,5
86,2050-03-28,4
101,2050-04-12,12
110,2050-04-21,3
137,2050-05-18,11
141,2050-05-22,14
144,2050-05-25,6
147,2050-05-28,3
161,2050-06-11,2
172,2050-06-22,2
175,2050-06-25,8
177,2050-06-27,7
178,2050-06-28,6
187,2050-07-07,1
192,2050-07-12,3
194,2050-07-14,4
195,2050-07-15,6
198,2050-07-18,2
204,2050-07-24,11
207,2050-07-27,7
209,2050-07-29,3
215,2050-08-04,2
223,2050-08-12,6
228,2050-08-17,3
231,2050-08-20,3
235,2050-08-24,7
238,2050-08-27,7
242,2050-08-31,5
245,2050-09-03,5
250,2050-09-08,2
261,2050-09-19,12
263,2050-09-21,7
266,2050-09-24,3
270,2050-09-28,6
272,2050-09-30,9
282,2050-10-10,13
287,2050-10-15,4
288,2050-10-16,10
293,2050-10-21,8
309,2050-11-06,7
319,2050-11-16,5
321,2050-11-18,5
322,2050-11-19,6
328,2050-11-25,6
329,2050-11-26,10
331,2050-11-28,14
338,2050-12-05,8
345,2050-12-12,4
347,2050-12-14,6
350,2050-12-17,3
353,2050-12-20,12
