Day of Year,Date,Weight
0,2050-01-01,3
2,2050-01-03,8
21,2050-01-22,2
23,2050-01-24,6
32,2050-02-02,6
36,2050-02-06,8
46,2050-02-16,12
48,2050-02-18,4
49,2050-02-19,2
51,2050-02-21,2
69,2050-03-11,5
85,2050-03-27,3
90,2050-04-01,4
91,2050-04-02,7
99,2050-04-10,9
100,2050-04-11,4
104,2050-04-15,3
112,2050-04-23,4
114,2050-04-25,6
117,2050-04-28,6
118,2050-04-29,1
123,2050-05-04,2
124,2050-05-05,1
125,2050-05-06,1
127,2050-05-08,7
131,2050-05-12,2
133,2050-05-14,1
136,2050-05-17,6
142,2050-05-23,6
154,2050-06-04,2
171,2050-06-21,2
173,2050-06-23,1
175,2050-06-25,3
176,2050-06-26,5
184,2050-07-04,2
186,2050-07-06,7
188,2050-07-08,2
189,2050-07-09,2
191,2050-07-11,3
193,2050-07-13,2
196,2050-07-16,6
197,2050-07-17,2
200,2050-07-20,3
205,2050-07-25,4
207,2050-07-27,3
210,2050-07-30,4
220,2050-08-09,1
225,2050-08-14,4
227,2050-08-16,1
235,2050-08-24,7
237,2050-08-26,4
239,2050-08-28,7
240,2050-08-29,2
241,2050-08-30,2
245,2050-09-03,4
256,2050-09-14,2
259,2050-09-17,3
264,2050-09-22,5
266,2050-09-24,6
270,2050-09-28,9
274,2050-10-02,6
277,2050-10-05,4
278,2050-10-06,4
280,2050-10-08,5
285,2050-10-13,7
287,2050-10-15,4
288,2050-10-16,8
291,2050-10-19,13
296,2050-10-24,2
298,2050-10-26,6
304,2050-11-01,2
308,2050-11-05,3
319,2050-11-16,3
328,2050-11-25,1
330,2050-11-27,6
331,2050-11-28,7
336,2050-12-03,6
338,2050-12-05,7
339,2050-12-06,7
341,2050-12-08,4
342,2050-12-09,4
346,2050-12-13,5
348,2050-12-15,5
350,2050-12-17,3
364,2050-12-31,2
