Day of Year,Date,Weight
11,2050-01-12,17
13,2050-01-14,8
16,2050-01-17,8
23,2050-01-24,8
24,2050-01-25,8
36,2050-02-06,14
51,2050-02-21,4
63,2050-03-05,4
73,2050-03-15,3
103,2050-04-14,5
104,2050-04-15,8
110,2050-04-21,7
115,2050-04-26,3
119,2050-04-30,4
121,2050-05-02,6
135,2050-05-16,7
136,2050-05-17,11
139,2050-05-20,5
141,2050-05-22,7
154,2050-06-04,6
157,2050-06-07,4
158,2050-06-08,11
175,2050-06-25,5
178,2050-06-28,4
179,2050-06-29,3
185,2050-07-05,6
186,2050-07-06,16
194,2050-07-14,7
196,2050-07-16,6
205,2050-07-25,6
219,2050-08-08,1
220,2050-08-09,5
239,2050-08-28,7
245,2050-09-03,5
247,2050-09-05,7
257,2050-09-15,10
258,2050-09-16,6
270,2050-09-28,10
274,2050-10-02,10
275,2050-10-03,4
276,2050-10-04,10
291,2050-10-19,14
292,2050-10-20,7
293,2050-10-21,10
299,2050-10-27,5
317,2050-11-14,6
322,2050-11-19,3
337,2050-12-04,7
349,2050-12-16,10
353,2050-12-20,8
358,2050-12-25,9
