Day of Year,Date,Weight
2,2050-01-03,4
3,2050-01-04,2
18,2050-01-19,1
20,2050-01-21,2
29,2050-01-30,13
34,2050-02-04,8
39,2050-02-09,7
46,2050-02-16,4
48,2050-02-18,10
50,2050-02-20,6
58,2050-02-28,5
62,2050-03-04,6
72,2050-03-14,10
87,2050-03-29,11
91,2050-04-02,5
109,2050-04-20,11
113,2050-04-24,15
123,2050-05-04,7
132,2050-05-13,8
135,2050-05-16,17
136,2050-05-17,13
139,2050-05-20,5
150,2050-05-31,3
163,2050-06-13,7
175,2050-06-25,2
178,2050-06-28,3
180,2050-06-30,2
181,2050-07-01,4
184,2050-07-04,4
185,2050-07-05,1
195,2050-07-15,2
199,2050-07-19,3
204,2050-07-24,1
205,2050-07-25,4
208,2050-07-28,1
210,2050-07-30,1
212,2050-08-01,2
213,2050-08-02,1
214,2050-08-03,1
215,2050-08-04,3
216,2050-08-05,2
220,2050-08-09,4
222,2050-08-11,2
223,2050-08-12,4
226,2050-08-15,2
232,2050-08-21,4
234,2050-08-23,4
236,2050-08-25,5
237,2050-08-26,2
240,2050-08-29,3
241,2050-08-30,3
245,2050-09-03,3
246,2050-09-04,3
250,2050-09-08,4
251,2050-09-09,3
256,2050-09-14,3
258,2050-09-16,8
259,2050-09-17,8
264,2050-09-22,14
266,2050-09-24,6
272,2050-09-30,4
293,2050-10-21,7
311,2050-11-08,4
318,2050-11-15,7
335,2050-12-02,5
337,2050-12-04,7
346,2050-12-13,14
354,2050-12-21,10
364,2050-12-31,5
