Day of Year,Date,Weight
26,2050-01-27,3
34,2050-02-04,6
36,2050-02-06,15
38,2050-02-08,6
40,2050-02-10,10
44,2050-02-14,6
48,2050-02-18,2
57,2050-02-27,5
97,2050-04-08,9
98,2050-04-09,3
99,2050-04-10,7
100,2050-04-11,4
101,2050-04-12,6
110,2050-04-21,3
118,2050-04-29,2
122,2050-05-03,3
123,2050-05-04,5
128,2050-05-09,11
136,2050-05-17,11
137,2050-05-18,8
138,2050-05-19,8
143,2050-05-24,6
144,2050-05-25,5
147,2050-05-28,3
161,2050-06-11,4
172,2050-06-22,2
175,2050-06-25,3
178,2050-06-28,2
180,2050-06-30,7
185,2050-07-05,3
196,2050-07-16,5
197,2050-07-17,2
204,2050-07-24,10
207,2050-07-27,8
210,2050-07-30,7
222,2050-08-11,5
225,2050-08-14,7
230,2050-08-19,4
234,2050-08-23,8
235,2050-08-24,7
262,2050-09-20,10
270,2050-09-28,8
277,2050-10-05,4
286,2050-10-14,6
287,2050-10-15,5
289,2050-10-17,3
291,2050-10-19,17
294,2050-10-22,5
295,2050-10-23,6
300,2050-10-28,11
311,2050-11-08,9
314,2050-11-11,5
315,2050-11-12,2
330,2050-11-27,7
331,2050-11-28,10
338,2050-12-05,12
342,2050-12-09,3
361,2050-12-28,8
364,2050-12-31,3
