Day of Year,Date,Weight
2,2050-01-03,4
7,2050-01-08,9
13,2050-01-14,10
15,2050-01-16,2
16,2050-01-17,11
20,2050-01-21,3
29,2050-01-30,11
59,2050-03-01,4
62,2050-03-04,10
64,2050-03-06,16
68,2050-03-10,4
91,2050-04-02,6
95,2050-04-06,13
109,2050-04-20,11
116,2050-04-27,11
132,2050-05-13,9
150,2050-05-31,5
153,2050-06-03,9
165,2050-06-15,12
180,2050-06-30,2
182,2050-07-02,7
183,2050-07-03,2
193,2050-07-13,7
196,2050-07-16,3
197,2050-07-17,3
206,2050-07-26,6
207,2050-07-27,7
208,2050-07-28,1
212,2050-08-01,2
215,2050-08-04,4
217,2050-08-06,4
227,2050-08-16,5
232,2050-08-21,5
234,2050-08-23,4
236,2050-08-25,4
237,2050-08-26,2
241,2050-08-30,3
253,2050-09-11,9
256,2050-09-14,3
259,2050-09-17,15
268,2050-09-26,15
277,2050-10-05,13
282,2050-10-10,17
289,2050-10-17,14
314,2050-11-11,4
320,2050-11-17,11
321,2050-11-18,10
337,2050-12-04,6
354,2050-12-21,17
