Day of Year,Date,Weight
9,2050-01-10,14
13,2050-01-14,3
15,2050-01-16,4
16,2050-01-17,5
28,2050-01-29,6
32,2050-02-02,2
36,2050-02-06,14
55,2050-02-25,3
58,2050-02-28,5
59,2050-03-01,9
70,2050-03-12,4
75,2050-03-17,6
83,2050-03-25,2
84,2050-03-26,4
92,2050-04-03,9
97,2050-04-08,5
104,2050-04-15,5
112,2050-04-23,1
115,2050-04-26,5
116,2050-04-27,4
119,2050-04-30,1
124,2050-05-05,3
125,2050-05-06,5
127,2050-05-08,7
145,2050-05-26,16
147,2050-05-28,3
150,2050-05-31,5
155,2050-06-05,10
165,2050-06-15,8
171,2050-06-21,1
172,2050-06-22,1
173,2050-06-23,1
176,2050-06-26,3
182,2050-07-02,3
184,2050-07-04,8
185,2050-07-05,4
186,2050-07-06,5
193,2050-07-13,1
196,2050-07-16,5
198,2050-07-18,2
199,2050-07-19,1
202,2050-07-22,4
203,2050-07-23,2
205,2050-07-25,5
209,2050-07-29,4
218,2050-08-07,1
219,2050-08-08,7
220,2050-08-09,2
227,2050-08-16,6
228,2050-08-17,3
231,2050-08-20,4
236,2050-08-25,5
244,2050-09-02,1
254,2050-09-12,7
263,2050-09-21,11
268,2050-09-26,13
273,2050-10-01,5
279,2050-10-07,7
291,2050-10-19,15
301,2050-10-29,3
304,2050-11-01,2
316,2050-11-13,5
319,2050-11-16,7
328,2050-11-25,5
329,2050-11-26,9
332,2050-11-29,4
337,2050-12-04,4
342,2050-12-09,5
345,2050-12-12,5
351,2050-12-18,5
362,2050-12-29,5
363,2050-12-30,1
