Day of Year,Date,Weight
1,2050-01-02,1
12,2050-01-13,11
15,2050-01-16,3
19,2050-01-20,3
20,2050-01-21,2
30,2050-01-31,2
41,2050-02-11,6
46,2050-02-16,11
48,2050-02-18,8
52,2050-02-22,5
60,2050-03-02,8
62,2050-03-04,5
73,2050-03-15,8
76,2050-03-18,3
82,2050-03-24,14
83,2050-03-25,1
93,2050-04-04,4
97,2050-04-08,5
98,2050-04-09,3
113,2050-04-24,10
118,2050-04-29,4
124,2050-05-05,2
126,2050-05-07,2
133,2050-05-14,2
134,2050-05-15,23
146,2050-05-27,4
161,2050-06-11,3
163,2050-06-13,8
166,2050-06-16,4
167,2050-06-17,4
170,2050-06-20,2
171,2050-06-21,1
182,2050-07-02,2
186,2050-07-06,5
196,2050-07-16,2
197,2050-07-17,3
198,2050-07-18,2
203,2050-07-23,3
205,2050-07-25,3
207,2050-07-27,3
209,2050-07-29,4
211,2050-07-31,1
216,2050-08-05,1
217,2050-08-06,1
219,2050-08-08,7
220,2050-08-09,5
221,2050-08-10,3
223,2050-08-12,5
228,2050-08-17,5
230,2050-08-19,1
231,2050-08-20,2
232,2050-08-21,4
234,2050-08-23,3
243,2050-09-01,6
251,2050-09-09,3
257,2050-09-15,3
259,2050-09-17,11
260,2050-09-18,7
276,2050-10-04,15
287,2050-10-15,6
291,2050-10-19,9
306,2050-11-03,3
314,2050-11-11,6
322,2050-11-19,5
323,2050-11-20,9
325,2050-11-22,8
327,2050-11-24,1
332,2050-11-29,14
338,2050-12-05,2
341,2050-12-08,5
348,2050-12-15,5
357,2050-12-24,4
363,2050-12-30,6
