Day of Year,Date,Weight
0,2050-01-01,1
3,2050-01-04,2
4,2050-01-05,4
9,2050-01-10,8
11,2050-01-12,6
13,2050-01-14,8
14,2050-01-15,2
25,2050-01-26,13
27,2050-01-28,11
34,2050-02-04,4
46,2050-02-16,15
59,2050-03-01,14
66,2050-03-08,3
94,2050-04-05,10
98,2050-04-09,7
102,2050-04-13,8
105,2050-04-16,3
109,2050-04-20,9
117,2050-04-28,4
128,2050-05-09,7
134,2050-05-15,11
142,2050-05-23,7
147,2050-05-28,4
154,2050-06-04,8
170,2050-06-20,5
171,2050-06-21,1
173,2050-06-23,1
176,2050-06-26,5
177,2050-06-27,9
180,2050-06-30,1
182,2050-07-02,3
192,2050-07-12,2
193,2050-07-13,5
196,2050-07-16,2
197,2050-07-17,2
198,2050-07-18,2
199,2050-07-19,1
200,2050-07-20,3
205,2050-07-25,3
210,2050-07-30,4
213,2050-08-02,5
216,2050-08-05,2
221,2050-08-10,1
222,2050-08-11,2
223,2050-08-12,5
228,2050-08-17,3
229,2050-08-18,4
230,2050-08-19,1
232,2050-08-21,3
234,2050-08-23,7
237,2050-08-26,4
238,2050-08-27,2
243,2050-09-01,3
245,2050-09-03,6
248,2050-09-06,1
251,2050-09-09,2
259,2050-09-17,6
263,2050-09-21,12
270,2050-09-28,10
275,2050-10-03,9
280,2050-10-08,2
284,2050-10-12,11
293,2050-10-21,4
300,2050-10-28,6
303,2050-10-31,1
309,2050-11-06,4
314,2050-11-11,6
325,2050-11-22,8
326,2050-11-23,2
329,2050-11-26,6
340,2050-12-07,6
342,2050-12-09,3
