Day of Year,Date,Weight
2,2050-01-03,10
7,2050-01-08,5
22,2050-01-23,3
23,2050-01-24,7
32,2050-02-02,6
39,2050-02-09,16
41,2050-02-11,9
63,2050-03-05,4
83,2050-03-25,6
85,2050-03-27,3
89,2050-03-31,1
90,2050-04-01,4
110,2050-04-21,4
122,2050-05-03,3
127,2050-05-08,5
130,2050-05-11,4
138,2050-05-19,8
139,2050-05-20,7
145,2050-05-26,6
153,2050-06-03,2
157,2050-06-07,5
158,2050-06-08,12
159,2050-06-09,6
162,2050-06-12,6
166,2050-06-16,8
180,2050-06-30,5
182,2050-07-02,5
197,2050-07-17,3
199,2050-07-19,2
200,2050-07-20,4
205,2050-07-25,6
207,2050-07-27,8
213,2050-08-02,8
217,2050-08-06,2
225,2050-08-14,4
234,2050-08-23,7
239,2050-08-28,7
254,2050-09-12,10
257,2050-09-15,8
264,2050-09-22,9
266,2050-09-24,10
267,2050-09-25,8
273,2050-10-01,8
282,2050-10-10,10
289,2050-10-17,9
291,2050-10-19,10
305,2050-11-02,5
314,2050-11-11,5
325,2050-11-22,15
327,2050-11-24,2
330,2050-11-27,7
331,2050-11-28,10
337,2050-12-04,6
338,2050-12-05,10
341,2050-12-08,8
350,2050-12-17,4
