Day of Year,Date,Weight
0,2050-01-01,4
13,2050-01-14,5
14,2050-01-15,2
17,2050-01-18,4
24,2050-01-25,6
26,2050-01-27,4
27,2050-01-28,2
29,2050-01-30,5
36,2050-02-06,14
50,2050-02-20,1
53,2050-02-23,11
62,2050-03-04,3
69,2050-03-11,6
72,2050-03-14,8
84,2050-03-26,4
90,2050-04-01,4
99,2050-04-10,5
100,2050-04-11,4
105,2050-04-16,3
109,2050-04-20,4
112,2050-04-23,5
125,2050-05-06,1
127,2050-05-08,4
131,2050-05-12,2
133,2050-05-14,2
136,2050-05-17,6
142,2050-05-23,6
144,2050-05-25,4
151,2050-06-01,4
161,2050-06-11,4
165,2050-06-15,5
166,2050-06-16,7
169,2050-06-19,3
170,2050-06-20,1
172,2050-06-22,2
174,2050-06-24,2
175,2050-06-25,3
181,2050-07-01,1
184,2050-07-04,2
186,2050-07-06,7
188,2050-07-08,1
189,2050-07-09,3
191,2050-07-11,3
195,2050-07-15,6
197,2050-07-17,3
199,2050-07-19,1
204,2050-07-24,3
205,2050-07-25,5
210,2050-07-30,5
214,2050-08-03,2
216,2050-08-05,1
225,2050-08-14,4
230,2050-08-19,4
233,2050-08-22,3
235,2050-08-24,6
239,2050-08-28,5
250,2050-09-08,2
254,2050-09-12,7
262,2050-09-20,6
263,2050-09-21,6
264,2050-09-22,7
266,2050-09-24,7
278,2050-10-06,5
279,2050-10-07,2
280,2050-10-08,3
281,2050-10-09,6
286,2050-10-14,5
287,2050-10-15,4
289,2050-10-17,8
291,2050-10-19,13
313,2050-11-10,7
319,2050-11-16,4
320,2050-11-17,7
330,2050-11-27,5
331,2050-11-28,12
339,2050-12-06,4
343,2050-12-10,3
346,2050-12-13,3
352,2050-12-19,1
356,2050-12-23,5
359,2050-12-26,2
361,2050-12-28,5
363,2050-12-30,1
