Day of Year,Date,Weight
0,2050-01-01,5
8,2050-01-09,5
17,2050-01-18,5
18,2050-01-19,2
21,2050-01-22,5
32,2050-02-02,6
35,2050-02-05,4
36,2050-02-06,11
42,2050-02-12,2
53,2050-02-23,6
58,2050-02-28,4
63,2050-03-05,4
70,2050-03-12,4
85,2050-03-27,3
96,2050-04-07,1
99,2050-04-10,7
103,2050-04-14,4
104,2050-04-15,3
109,2050-04-20,3
110,2050-04-21,5
115,2050-04-26,3
117,2050-04-28,6
128,2050-05-09,11
139,2050-05-20,5
151,2050-06-01,5
155,2050-06-05,2
159,2050-06-09,6
162,2050-06-12,5
168,2050-06-18,2
171,2050-06-21,2
173,2050-06-23,2
175,2050-06-25,4
176,2050-06-26,5
179,2050-06-29,3
182,2050-07-02,5
184,2050-07-04,3
186,2050-07-06,6
193,2050-07-13,2
198,2050-07-18,2
199,2050-07-19,1
213,2050-08-02,6
216,2050-08-05,1
220,2050-08-09,2
225,2050-08-14,3
230,2050-08-19,3
233,2050-08-22,2
236,2050-08-25,2
239,2050-08-28,8
240,2050-08-29,5
248,2050-09-06,2
257,2050-09-15,6
259,2050-09-17,3
266,2050-09-24,6
269,2050-09-27,11
270,2050-09-28,11
273,2050-10-01,3
276,2050-10-04,5
277,2050-10-05,5
278,2050-10-06,4
285,2050-10-13,7
287,2050-10-15,5
291,2050-10-19,12
297,2050-10-25,4
300,2050-10-28,7
304,2050-11-01,2
305,2050-11-02,6
307,2050-11-04,1
313,2050-11-10,3
322,2050-11-19,2
324,2050-11-21,2
331,2050-11-28,11
332,2050-11-29,6
336,2050-12-03,5
337,2050-12-04,2
338,2050-12-05,7
339,2050-12-06,7
341,2050-12-08,5
343,2050-12-10,5
347,2050-12-14,6
350,2050-12-17,3
