Day of Year,Date,Weight
2,2050-01-03,4
3,2050-01-04,2
6,2050-01-07,10
8,2050-01-09,14
16,2050-01-17,8
18,2050-01-19,1
20,2050-01-21,2
21,2050-01-22,1
29,2050-01-30,13
39,2050-02-09,10
63,2050-03-05,5
95,2050-04-06,12
99,2050-04-10,10
107,2050-04-18,4
109,2050-04-20,10
132,2050-05-13,9
136,2050-05-17,14
145,2050-05-26,9
165,2050-06-15,11
172,2050-06-22,2
181,2050-07-01,7
184,2050-07-04,4
199,2050-07-19,3
204,2050-07-24,1
211,2050-07-31,2
214,2050-08-03,2
220,2050-08-09,8
221,2050-08-10,6
223,2050-08-12,4
228,2050-08-17,5
234,2050-08-23,4
236,2050-08-25,6
237,2050-08-26,2
241,2050-08-30,3
247,2050-09-05,8
250,2050-09-08,5
251,2050-09-09,3
256,2050-09-14,3
259,2050-09-17,13
266,2050-09-24,9
268,2050-09-26,23
279,2050-10-07,14
280,2050-10-08,1
282,2050-10-10,20
320,2050-11-17,10
322,2050-11-19,9
324,2050-11-21,7
329,2050-11-26,7
337,2050-12-04,8
350,2050-12-17,8
352,2050-12-19,7
359,2050-12-26,2
