Day of Year,Date,Weight
0,2050-01-01,7
11,2050-01-12,18
13,2050-01-14,10
17,2050-01-18,7
29,2050-01-30,11
46,2050-02-16,32
73,2050-03-15,20
90,2050-04-01,6
118,2050-04-29,3
122,2050-05-03,8
127,2050-05-08,11
136,2050-05-17,23
147,2050-05-28,8
165,2050-06-15,20
182,2050-07-02,8
185,2050-07-05,10
186,2050-07-06,16
205,2050-07-25,10
220,2050-08-09,6
225,2050-08-14,9
246,2050-09-04,11
247,2050-09-05,15
258,2050-09-16,10
266,2050-09-24,13
284,2050-10-12,10
289,2050-10-17,26
293,2050-10-21,10
313,2050-11-10,13
324,2050-11-21,14
