Day of Year,Date,Weight
7,2050-01-08,3
23,2050-01-24,9
34,2050-02-04,7
36,2050-02-06,17
68,2050-03-10,6
73,2050-03-15,7
77,2050-03-19,4
92,2050-04-03,6
96,2050-04-07,5
99,2050-04-10,7
104,2050-04-15,6
125,2050-05-06,1
126,2050-05-07,3
128,2050-05-09,10
130,2050-05-11,5
142,2050-05-23,8
147,2050-05-28,4
154,2050-06-04,2
155,2050-06-05,4
161,2050-06-11,5
172,2050-06-22,1
173,2050-06-23,2
194,2050-07-14,5
196,2050-07-16,9
197,2050-07-17,3
199,2050-07-19,1
213,2050-08-02,18
228,2050-08-17,2
236,2050-08-25,3
237,2050-08-26,6
239,2050-08-28,10
242,2050-08-31,4
247,2050-09-05,8
250,2050-09-08,4
259,2050-09-17,4
262,2050-09-20,7
263,2050-09-21,9
268,2050-09-26,5
270,2050-09-28,9
272,2050-09-30,6
278,2050-10-06,8
288,2050-10-16,8
289,2050-10-17,5
291,2050-10-19,11
293,2050-10-21,12
295,2050-10-23,7
308,2050-11-05,2
311,2050-11-08,8
314,2050-11-11,5
321,2050-11-18,8
328,2050-11-25,1
330,2050-11-27,7
331,2050-11-28,12
332,2050-11-29,6
338,2050-12-05,12
341,2050-12-08,5
346,2050-12-13,4
354,2050-12-21,9
