Day of Year,Date,Weight
5,2050-01-06,12
13,2050-01-14,8
16,2050-01-17,7
23,2050-01-24,11
34,2050-02-04,8
41,2050-02-11,12
46,2050-02-16,22
84,2050-03-26,8
86,2050-03-28,7
90,2050-04-01,2
101,2050-04-12,10
104,2050-04-15,11
129,2050-05-10,6
143,2050-05-24,15
144,2050-05-25,12
147,2050-05-28,5
151,2050-06-01,9
154,2050-06-04,11
172,2050-06-22,2
180,2050-06-30,5
186,2050-07-06,9
189,2050-07-09,5
197,2050-07-17,3
203,2050-07-23,6
205,2050-07-25,6
207,2050-07-27,6
208,2050-07-28,2
212,2050-08-01,5
224,2050-08-13,9
228,2050-08-17,5
243,2050-09-01,1
247,2050-09-05,7
262,2050-09-20,11
275,2050-10-03,7
281,2050-10-09,8
282,2050-10-10,14
285,2050-10-13,19
287,2050-10-15,9
289,2050-10-17,18
315,2050-11-12,2
324,2050-11-21,11
329,2050-11-26,9
362,2050-12-29,10
