Day of Year,Date,Weight
3,2050-01-04,1
9,2050-01-10,15
18,2050-01-19,4
20,2050-01-21,2
29,2050-01-30,6
39,2050-02-09,21
41,2050-02-11,6
55,2050-02-25,15
84,2050-03-26,6
90,2050-04-01,5
95,2050-04-06,5
98,2050-04-09,3
103,2050-04-14,2
105,2050-04-16,2
112,2050-04-23,2
113,2050-04-24,9
114,2050-04-25,7
125,2050-05-06,4
131,2050-05-12,7
135,2050-05-16,18
148,2050-05-29,2
163,2050-06-13,10
189,2050-07-09,2
195,2050-07-15,3
197,2050-07-17,5
198,2050-07-18,2
206,2050-07-26,7
208,2050-07-28,4
209,2050-07-29,6
214,2050-08-03,2
217,2050-08-06,2
218,2050-08-07,4
219,2050-08-08,7
220,2050-08-09,8
223,2050-08-12,5
228,2050-08-17,4
231,2050-08-20,4
232,2050-08-21,7
234,2050-08-23,4
241,2050-08-30,4
262,2050-09-20,8
266,2050-09-24,8
268,2050-09-26,14
276,2050-10-04,18
287,2050-10-15,12
297,2050-10-25,14
314,2050-11-11,6
322,2050-11-19,6
323,2050-11-20,10
325,2050-11-22,11
327,2050-11-24,1
338,2050-12-05,7
340,2050-12-07,8
364,2050-12-31,10
