Day of Year,Date,Weight
1,2050-01-02,6
11,2050-01-12,20
40,2050-02-10,16
46,2050-02-16,28
105,2050-04-16,7
110,2050-04-21,7
128,2050-05-09,23
131,2050-05-12,6
158,2050-06-08,23
179,2050-06-29,3
180,2050-06-30,13
196,2050-07-16,7
197,2050-07-17,3
204,2050-07-24,12
207,2050-07-27,8
213,2050-08-02,16
254,2050-09-12,21
264,2050-09-22,18
266,2050-09-24,16
267,2050-09-25,11
269,2050-09-27,20
301,2050-10-29,8
311,2050-11-08,17
317,2050-11-14,19
322,2050-11-19,7
330,2050-11-27,7
338,2050-12-05,13
354,2050-12-21,10
