Day of Year,Date,Weight
13,2050-01-14,6
16,2050-01-17,6
36,2050-02-06,12
40,2050-02-10,7
50,2050-02-20,2
51,2050-02-21,4
54,2050-02-24,6
60,2050-03-02,3
63,2050-03-05,4
79,2050-03-21,4
92,2050-04-03,4
99,2050-04-10,8
104,2050-04-15,6
109,2050-04-20,5
110,2050-04-21,6
112,2050-04-23,2
115,2050-04-26,10
118,2050-04-29,2
122,2050-05-03,4
135,2050-05-16,11
143,2050-05-24,6
161,2050-06-11,4
165,2050-06-15,12
166,2050-06-16,7
171,2050-06-21,2
184,2050-07-04,3
185,2050-07-05,3
186,2050-07-06,9
190,2050-07-10,3
191,2050-07-11,3
196,2050-07-16,6
198,2050-07-18,2
205,2050-07-25,6
214,2050-08-03,3
216,2050-08-05,1
220,2050-08-09,2
225,2050-08-14,4
239,2050-08-28,6
248,2050-09-06,4
251,2050-09-09,3
256,2050-09-14,2
257,2050-09-15,9
259,2050-09-17,5
264,2050-09-22,9
266,2050-09-24,11
267,2050-09-25,6
272,2050-09-30,6
274,2050-10-02,6
276,2050-10-04,6
279,2050-10-07,3
282,2050-10-10,3
287,2050-10-15,4
291,2050-10-19,14
296,2050-10-24,5
305,2050-11-02,6
314,2050-11-11,6
319,2050-11-16,4
331,2050-11-28,12
346,2050-12-13,4
349,2050-12-16,10
354,2050-12-21,14
359,2050-12-26,5
361,2050-12-28,6
362,2050-12-29,8
