Day of Year,Date,Weight
13,2050-01-14,4
16,2050-01-17,7
36,2050-02-06,26
37,2050-02-07,6
63,2050-03-05,5
70,2050-03-12,4
72,2050-03-14,28
98,2050-04-09,8
99,2050-04-10,9
102,2050-04-13,2
110,2050-04-21,6
137,2050-05-18,9
143,2050-05-24,13
147,2050-05-28,6
171,2050-06-21,2
196,2050-07-16,9
205,2050-07-25,7
207,2050-07-27,10
213,2050-08-02,17
225,2050-08-14,7
226,2050-08-15,6
251,2050-09-09,2
259,2050-09-17,6
261,2050-09-19,7
262,2050-09-20,17
264,2050-09-22,16
266,2050-09-24,10
267,2050-09-25,10
268,2050-09-26,12
275,2050-10-03,6
295,2050-10-23,9
312,2050-11-09,12
321,2050-11-18,11
330,2050-11-27,6
331,2050-11-28,15
332,2050-11-29,7
354,2050-12-21,16
358,2050-12-25,12
