Day of Year,Date,Weight
3,2050-01-04,2
4,2050-01-05,4
12,2050-01-13,16
14,2050-01-15,3
16,2050-01-17,8
28,2050-01-29,8
33,2050-02-03,11
46,2050-02-16,14
48,2050-02-18,10
88,2050-03-30,5
97,2050-04-08,7
98,2050-04-09,3
113,2050-04-24,12
114,2050-04-25,7
115,2050-04-26,9
125,2050-05-06,5
126,2050-05-07,2
134,2050-05-15,28
146,2050-05-27,4
160,2050-06-10,4
163,2050-06-13,12
171,2050-06-21,1
172,2050-06-22,2
180,2050-06-30,3
194,2050-07-14,2
197,2050-07-17,3
207,2050-07-27,3
217,2050-08-06,2
219,2050-08-08,7
220,2050-08-09,7
221,2050-08-10,3
222,2050-08-11,2
223,2050-08-12,8
228,2050-08-17,5
232,2050-08-21,8
233,2050-08-22,4
243,2050-09-01,7
259,2050-09-17,13
278,2050-10-06,8
287,2050-10-15,9
292,2050-10-20,14
297,2050-10-25,17
302,2050-10-30,1
313,2050-11-10,3
314,2050-11-11,5
320,2050-11-17,10
322,2050-11-19,7
325,2050-11-22,11
326,2050-11-23,2
335,2050-12-02,11
340,2050-12-07,8
349,2050-12-16,5
