Day of Year,Date,Weight
7,2050-01-08,6
9,2050-01-10,19
13,2050-01-14,6
16,2050-01-17,6
32,2050-02-02,7
34,2050-02-04,7
36,2050-02-06,14
51,2050-02-21,5
72,2050-03-14,13
79,2050-03-21,6
83,2050-03-25,4
97,2050-04-08,4
99,2050-04-10,13
121,2050-05-02,6
128,2050-05-09,13
132,2050-05-13,4
136,2050-05-17,9
137,2050-05-18,13
139,2050-05-20,5
143,2050-05-24,11
160,2050-06-10,5
172,2050-06-22,2
185,2050-07-05,8
196,2050-07-16,8
205,2050-07-25,6
213,2050-08-02,10
218,2050-08-07,2
220,2050-08-09,5
225,2050-08-14,6
230,2050-08-19,5
234,2050-08-23,8
239,2050-08-28,8
259,2050-09-17,4
264,2050-09-22,9
269,2050-09-27,14
285,2050-10-13,10
287,2050-10-15,5
288,2050-10-16,18
291,2050-10-19,10
293,2050-10-21,12
294,2050-10-22,3
314,2050-11-11,5
321,2050-11-18,4
330,2050-11-27,6
340,2050-12-07,7
354,2050-12-21,11
357,2050-12-24,3
