Day of Year,Date,Weight
4,2050-01-05,6
35,2050-02-05,6
45,2050-02-15,17
55,2050-02-25,17
57,2050-02-27,16
60,2050-03-02,12
82,2050-03-24,16
84,2050-03-26,19
119,2050-04-30,6
157,2050-06-07,19
163,2050-06-13,11
167,2050-06-17,13
172,2050-06-22,2
197,2050-07-17,4
207,2050-07-27,4
211,2050-07-31,1
219,2050-08-08,8
221,2050-08-10,6
223,2050-08-12,8
227,2050-08-16,17
241,2050-08-30,9
243,2050-09-01,8
254,2050-09-12,21
276,2050-10-04,25
298,2050-10-26,20
307,2050-11-04,12
322,2050-11-19,9
325,2050-11-22,14
332,2050-11-29,14
354,2050-12-21,13
363,2050-12-30,12
