Day of Year,Date,Weight
1,2050-01-02,1
3,2050-01-04,2
4,2050-01-05,4
9,2050-01-10,11
12,2050-01-13,11
14,2050-01-15,2
31,2050-02-01,5
35,2050-02-05,4
42,2050-02-12,3
46,2050-02-16,11
48,2050-02-18,8
49,2050-02-19,3
60,2050-03-02,5
73,2050-03-15,11
84,2050-03-26,5
87,2050-03-29,4
96,2050-04-07,2
97,2050-04-08,7
98,2050-04-09,3
105,2050-04-16,2
114,2050-04-25,7
115,2050-04-26,9
125,2050-05-06,4
133,2050-05-14,2
135,2050-05-16,21
140,2050-05-21,2
145,2050-05-26,6
146,2050-05-27,3
148,2050-05-29,1
150,2050-05-31,5
157,2050-06-07,16
161,2050-06-11,3
163,2050-06-13,8
171,2050-06-21,1
172,2050-06-22,2
173,2050-06-23,1
174,2050-06-24,2
180,2050-06-30,1
185,2050-07-05,2
187,2050-07-07,3
191,2050-07-11,3
193,2050-07-13,2
195,2050-07-15,2
197,2050-07-17,3
203,2050-07-23,3
207,2050-07-27,1
208,2050-07-28,3
209,2050-07-29,4
216,2050-08-05,2
218,2050-08-07,4
219,2050-08-08,6
221,2050-08-10,2
223,2050-08-12,5
228,2050-08-17,4
231,2050-08-20,3
234,2050-08-23,3
239,2050-08-28,1
240,2050-08-29,3
242,2050-08-31,2
243,2050-09-01,5
252,2050-09-10,1
257,2050-09-15,3
259,2050-09-17,5
261,2050-09-19,1
276,2050-10-04,9
278,2050-10-06,6
279,2050-10-07,5
291,2050-10-19,9
301,2050-10-29,4
302,2050-10-30,1
304,2050-11-01,1
313,2050-11-10,3
314,2050-11-11,5
323,2050-11-20,7
325,2050-11-22,8
326,2050-11-23,2
327,2050-11-24,1
336,2050-12-03,5
340,2050-12-07,7
341,2050-12-08,4
348,2050-12-15,4
349,2050-12-16,6
350,2050-12-17,1
358,2050-12-25,2
359,2050-12-26,1
