Day of Year,Date,Weight
0,2050-01-01,1
3,2050-01-04,2
4,2050-01-05,4
7,2050-01-08,4
10,2050-01-11,12
11,2050-01-12,6
13,2050-01-14,5
20,2050-01-21,2
27,2050-01-28,10
35,2050-02-05,3
36,2050-02-06,11
57,2050-02-27,13
87,2050-03-29,5
99,2050-04-10,7
102,2050-04-13,10
104,2050-04-15,1
105,2050-04-16,3
109,2050-04-20,9
115,2050-04-26,4
125,2050-05-06,5
139,2050-05-20,6
142,2050-05-23,6
149,2050-05-30,1
151,2050-06-01,4
157,2050-06-07,13
167,2050-06-17,4
168,2050-06-18,4
169,2050-06-19,4
171,2050-06-21,1
173,2050-06-23,1
175,2050-06-25,4
177,2050-06-27,11
180,2050-06-30,1
182,2050-07-02,2
186,2050-07-06,1
189,2050-07-09,2
196,2050-07-16,2
198,2050-07-18,2
199,2050-07-19,1
202,2050-07-22,1
207,2050-07-27,2
208,2050-07-28,2
214,2050-08-03,1
215,2050-08-04,2
216,2050-08-05,1
217,2050-08-06,1
218,2050-08-07,3
219,2050-08-08,7
221,2050-08-10,1
223,2050-08-12,4
225,2050-08-14,5
226,2050-08-15,7
234,2050-08-23,7
237,2050-08-26,3
238,2050-08-27,1
241,2050-08-30,5
243,2050-09-01,3
244,2050-09-02,2
245,2050-09-03,6
256,2050-09-14,3
259,2050-09-17,7
268,2050-09-26,11
276,2050-10-04,10
284,2050-10-12,14
295,2050-10-23,5
300,2050-10-28,13
302,2050-10-30,1
308,2050-11-05,2
314,2050-11-11,4
323,2050-11-20,6
325,2050-11-22,9
340,2050-12-07,9
341,2050-12-08,2
352,2050-12-19,8
356,2050-12-23,4
359,2050-12-26,3
363,2050-12-30,3
