Day of Year,Date,Weight
11,2050-01-12,22
14,2050-01-15,5
29,2050-01-30,7
34,2050-02-04,10
41,2050-02-11,7
54,2050-02-24,17
61,2050-03-03,29
91,2050-04-02,7
104,2050-04-15,10
132,2050-05-13,3
137,2050-05-18,15
142,2050-05-23,12
144,2050-05-25,7
147,2050-05-28,5
164,2050-06-14,6
166,2050-06-16,9
174,2050-06-24,8
177,2050-06-27,11
182,2050-07-02,7
184,2050-07-04,15
192,2050-07-12,7
194,2050-07-14,6
205,2050-07-25,10
209,2050-07-29,7
245,2050-09-03,14
254,2050-09-12,6
261,2050-09-19,17
273,2050-10-01,6
274,2050-10-02,16
287,2050-10-15,3
293,2050-10-21,7
298,2050-10-26,14
311,2050-11-08,20
329,2050-11-26,8
350,2050-12-17,5
362,2050-12-29,7
