Day of Year,Date,Weight
2,2050-01-03,4
7,2050-01-08,10
10,2050-01-11,22
15,2050-01-16,2
20,2050-01-21,3
29,2050-01-30,18
32,2050-02-02,18
55,2050-02-25,15
87,2050-03-29,11
96,2050-04-07,24
109,2050-04-20,12
132,2050-05-13,9
135,2050-05-16,17
136,2050-05-17,13
165,2050-06-15,11
181,2050-07-01,7
193,2050-07-13,7
196,2050-07-16,3
204,2050-07-24,1
207,2050-07-27,12
209,2050-07-29,4
211,2050-07-31,2
213,2050-08-02,1
215,2050-08-04,4
221,2050-08-10,7
228,2050-08-17,6
230,2050-08-19,1
234,2050-08-23,5
236,2050-08-25,5
241,2050-08-30,4
245,2050-09-03,3
247,2050-09-05,9
252,2050-09-10,3
259,2050-09-17,15
268,2050-09-26,20
279,2050-10-07,16
297,2050-10-25,12
320,2050-11-17,14
337,2050-12-04,7
364,2050-12-31,8
