Day of Year,Date,Weight
15,2050-01-16,2
19,2050-01-20,5
29,2050-01-30,14
58,2050-02-28,16
62,2050-03-04,12
64,2050-03-06,20
85,2050-03-27,12
90,2050-04-01,4
95,2050-04-06,17
109,2050-04-20,11
131,2050-05-12,2
132,2050-05-13,9
165,2050-06-15,13
175,2050-06-25,5
181,2050-07-01,7
184,2050-07-04,6
185,2050-07-05,8
198,2050-07-18,6
205,2050-07-25,7
212,2050-08-01,2
220,2050-08-09,8
228,2050-08-17,7
232,2050-08-21,5
234,2050-08-23,4
236,2050-08-25,6
237,2050-08-26,3
259,2050-09-17,13
266,2050-09-24,8
268,2050-09-26,19
279,2050-10-07,14
282,2050-10-10,15
283,2050-10-11,25
321,2050-11-18,11
329,2050-11-26,10
346,2050-12-13,15
354,2050-12-21,14
364,2050-12-31,10
