Day of Year,Date,Weight
2,2050-01-03,1
6,2050-01-07,3
9,2050-01-10,18
12,2050-01-13,15
14,2050-01-15,2
15,2050-01-16,3
19,2050-01-20,2
34,2050-02-04,3
40,2050-02-10,7
46,2050-02-16,12
50,2050-02-20,11
52,2050-02-22,5
55,2050-02-25,9
83,2050-03-25,1
84,2050-03-26,4
88,2050-03-30,4
90,2050-04-01,4
95,2050-04-06,3
97,2050-04-08,4
98,2050-04-09,3
102,2050-04-13,9
105,2050-04-16,2
114,2050-04-25,6
115,2050-04-26,10
118,2050-04-29,4
129,2050-05-10,10
133,2050-05-14,2
146,2050-05-27,4
151,2050-06-01,6
163,2050-06-13,10
167,2050-06-17,6
168,2050-06-18,4
171,2050-06-21,1
172,2050-06-22,2
173,2050-06-23,1
174,2050-06-24,3
179,2050-06-29,1
185,2050-07-05,2
187,2050-07-07,6
196,2050-07-16,2
197,2050-07-17,2
199,2050-07-19,1
203,2050-07-23,3
205,2050-07-25,3
206,2050-07-26,7
208,2050-07-28,5
209,2050-07-29,3
214,2050-08-03,2
216,2050-08-05,2
219,2050-08-08,8
223,2050-08-12,5
231,2050-08-20,5
234,2050-08-23,3
240,2050-08-29,6
242,2050-08-31,3
254,2050-09-12,15
263,2050-09-21,7
273,2050-10-01,3
276,2050-10-04,13
278,2050-10-06,7
297,2050-10-25,14
301,2050-10-29,3
302,2050-10-30,1
303,2050-10-31,1
304,2050-11-01,1
305,2050-11-02,1
310,2050-11-07,1
312,2050-11-09,6
314,2050-11-11,6
321,2050-11-18,6
329,2050-11-26,2
338,2050-12-05,2
346,2050-12-13,3
349,2050-12-16,4
364,2050-12-31,6
