Day of Year,Date,Weight
9,2050-01-10,11
13,2050-01-14,7
17,2050-01-18,3
27,2050-01-28,2
29,2050-01-30,5
34,2050-02-04,6
40,2050-02-10,9
47,2050-02-17,2
54,2050-02-24,6
62,2050-03-04,3
69,2050-03-11,8
70,2050-03-12,4
73,2050-03-15,10
75,2050-03-17,3
78,2050-03-20,4
81,2050-03-23,3
85,2050-03-27,5
90,2050-04-01,6
98,2050-04-09,5
99,2050-04-10,5
102,2050-04-13,3
112,2050-04-23,6
126,2050-05-07,3
128,2050-05-09,10
143,2050-05-24,8
151,2050-06-01,3
168,2050-06-18,2
171,2050-06-21,2
174,2050-06-24,6
178,2050-06-28,2
184,2050-07-04,3
189,2050-07-09,2
196,2050-07-16,5
197,2050-07-17,5
204,2050-07-24,10
209,2050-07-29,2
213,2050-08-02,5
214,2050-08-03,4
215,2050-08-04,2
225,2050-08-14,3
234,2050-08-23,5
235,2050-08-24,4
240,2050-08-29,5
247,2050-09-05,4
254,2050-09-12,8
259,2050-09-17,5
262,2050-09-20,8
267,2050-09-25,4
269,2050-09-27,11
270,2050-09-28,10
273,2050-10-01,5
282,2050-10-10,9
284,2050-10-12,3
287,2050-10-15,5
295,2050-10-23,10
296,2050-10-24,4
308,2050-11-05,5
311,2050-11-08,10
314,2050-11-11,5
321,2050-11-18,4
325,2050-11-22,17
338,2050-12-05,8
348,2050-12-15,6
361,2050-12-28,7
362,2050-12-29,8
364,2050-12-31,2
