Day of Year,Date,Weight
3,2050-01-04,4
12,2050-01-13,3
14,2050-01-15,2
17,2050-01-18,4
27,2050-01-28,3
32,2050-02-02,4
36,2050-02-06,15
40,2050-02-10,7
57,2050-02-27,3
58,2050-02-28,2
63,2050-03-05,4
73,2050-03-15,7
83,2050-03-25,3
85,2050-03-27,4
91,2050-04-02,5
98,2050-04-09,4
102,2050-04-13,3
107,2050-04-18,1
108,2050-04-19,2
112,2050-04-23,2
114,2050-04-25,4
118,2050-04-29,1
122,2050-05-03,3
126,2050-05-07,3
127,2050-05-08,5
133,2050-05-14,1
136,2050-05-17,5
137,2050-05-18,4
138,2050-05-19,6
142,2050-05-23,7
151,2050-06-01,4
153,2050-06-03,2
167,2050-06-17,2
168,2050-06-18,2
170,2050-06-20,2
171,2050-06-21,1
172,2050-06-22,1
175,2050-06-25,4
187,2050-07-07,2
196,2050-07-16,3
198,2050-07-18,2
199,2050-07-19,1
200,2050-07-20,4
201,2050-07-21,2
208,2050-07-28,2
211,2050-07-31,2
213,2050-08-02,6
215,2050-08-04,1
216,2050-08-05,1
218,2050-08-07,1
221,2050-08-10,2
222,2050-08-11,3
224,2050-08-13,2
225,2050-08-14,3
230,2050-08-19,3
234,2050-08-23,6
235,2050-08-24,6
238,2050-08-27,5
239,2050-08-28,7
245,2050-09-03,4
250,2050-09-08,4
254,2050-09-12,7
255,2050-09-13,7
259,2050-09-17,3
262,2050-09-20,4
263,2050-09-21,5
270,2050-09-28,9
280,2050-10-08,3
282,2050-10-10,5
287,2050-10-15,4
288,2050-10-16,9
291,2050-10-19,10
293,2050-10-21,11
295,2050-10-23,8
308,2050-11-05,4
311,2050-11-08,6
312,2050-11-09,3
313,2050-11-10,5
322,2050-11-19,2
324,2050-11-21,4
325,2050-11-22,10
330,2050-11-27,6
331,2050-11-28,10
337,2050-12-04,1
349,2050-12-16,9
350,2050-12-17,3
351,2050-12-18,4
353,2050-12-20,2
