Day of Year,Date,Weight
0,2050-01-01,6
2,2050-01-03,8
6,2050-01-07,2
14,2050-01-15,2
16,2050-01-17,7
31,2050-02-01,4
36,2050-02-06,12
40,2050-02-10,9
57,2050-02-27,5
63,2050-03-05,4
79,2050-03-21,6
81,2050-03-23,2
85,2050-03-27,4
90,2050-04-01,4
93,2050-04-04,3
99,2050-04-10,7
102,2050-04-13,2
103,2050-04-14,6
110,2050-04-21,3
123,2050-05-04,3
128,2050-05-09,9
131,2050-05-12,3
132,2050-05-13,2
133,2050-05-14,2
137,2050-05-18,4
139,2050-05-20,4
141,2050-05-22,4
143,2050-05-24,6
148,2050-05-29,1
161,2050-06-11,5
162,2050-06-12,4
171,2050-06-21,1
172,2050-06-22,1
175,2050-06-25,3
176,2050-06-26,3
181,2050-07-01,1
185,2050-07-05,3
186,2050-07-06,4
187,2050-07-07,2
196,2050-07-16,5
198,2050-07-18,2
205,2050-07-25,5
207,2050-07-27,5
210,2050-07-30,5
213,2050-08-02,4
214,2050-08-03,3
216,2050-08-05,1
218,2050-08-07,1
225,2050-08-14,2
228,2050-08-17,1
232,2050-08-21,2
235,2050-08-24,5
236,2050-08-25,3
239,2050-08-28,7
240,2050-08-29,2
257,2050-09-15,5
259,2050-09-17,5
262,2050-09-20,4
266,2050-09-24,5
268,2050-09-26,3
269,2050-09-27,8
270,2050-09-28,10
287,2050-10-15,4
288,2050-10-16,9
291,2050-10-19,13
293,2050-10-21,8
294,2050-10-22,2
295,2050-10-23,7
311,2050-11-08,6
314,2050-11-11,5
317,2050-11-14,7
319,2050-11-16,4
321,2050-11-18,5
323,2050-11-20,3
327,2050-11-24,3
331,2050-11-28,11
332,2050-11-29,2
349,2050-12-16,10
351,2050-12-18,4
352,2050-12-19,1
362,2050-12-29,7
