Day of Year,Date,Weight
9,2050-01-10,17
13,2050-01-14,4
15,2050-01-16,4
28,2050-01-29,8
36,2050-02-06,11
43,2050-02-13,5
50,2050-02-20,14
55,2050-02-25,3
58,2050-02-28,8
59,2050-03-01,9
73,2050-03-15,11
81,2050-03-23,3
84,2050-03-26,7
85,2050-03-27,5
97,2050-04-08,5
104,2050-04-15,6
109,2050-04-20,10
115,2050-04-26,10
119,2050-04-30,1
125,2050-05-06,4
139,2050-05-20,7
145,2050-05-26,9
150,2050-05-31,8
155,2050-06-05,7
163,2050-06-13,3
165,2050-06-15,6
172,2050-06-22,1
177,2050-06-27,6
180,2050-06-30,2
189,2050-07-09,5
193,2050-07-13,2
197,2050-07-17,2
199,2050-07-19,1
204,2050-07-24,2
205,2050-07-25,6
209,2050-07-29,7
217,2050-08-06,4
225,2050-08-14,5
229,2050-08-18,15
234,2050-08-23,9
236,2050-08-25,5
245,2050-09-03,6
250,2050-09-08,3
254,2050-09-12,5
260,2050-09-18,4
268,2050-09-26,10
272,2050-09-30,7
285,2050-10-13,21
293,2050-10-21,4
301,2050-10-29,3
302,2050-10-30,3
321,2050-11-18,5
323,2050-11-20,8
328,2050-11-25,5
329,2050-11-26,8
331,2050-11-28,1
352,2050-12-19,6
358,2050-12-25,9
