Day of Year,Date,Weight
9,2050-01-10,20
12,2050-01-13,20
15,2050-01-16,3
19,2050-01-20,3
22,2050-01-23,4
41,2050-02-11,9
42,2050-02-12,5
46,2050-02-16,16
48,2050-02-18,13
90,2050-04-01,5
94,2050-04-05,9
102,2050-04-13,12
112,2050-04-23,3
115,2050-04-26,14
119,2050-04-30,8
134,2050-05-15,19
141,2050-05-22,9
146,2050-05-27,4
163,2050-06-13,12
198,2050-07-18,3
199,2050-07-19,2
207,2050-07-27,4
209,2050-07-29,6
216,2050-08-05,2
218,2050-08-07,4
219,2050-08-08,8
221,2050-08-10,4
223,2050-08-12,10
227,2050-08-16,13
231,2050-08-20,7
234,2050-08-23,3
242,2050-08-31,4
243,2050-09-01,7
266,2050-09-24,14
276,2050-10-04,23
287,2050-10-15,12
297,2050-10-25,15
309,2050-11-06,10
314,2050-11-11,6
323,2050-11-20,13
349,2050-12-16,7
