Day of Year,Date,Weight
2,2050-01-03,1
5,2050-01-06,4
9,2050-01-10,11
15,2050-01-16,3
23,2050-01-24,8
36,2050-02-06,13
49,2050-02-19,5
58,2050-02-28,6
59,2050-03-01,9
68,2050-03-10,7
69,2050-03-11,5
82,2050-03-24,3
84,2050-03-26,4
92,2050-04-03,10
98,2050-04-09,5
104,2050-04-15,4
108,2050-04-19,1
109,2050-04-20,9
115,2050-04-26,5
132,2050-05-13,4
141,2050-05-22,8
145,2050-05-26,15
155,2050-06-05,9
158,2050-06-08,4
167,2050-06-17,5
171,2050-06-21,1
172,2050-06-22,1
182,2050-07-02,3
186,2050-07-06,3
191,2050-07-11,2
196,2050-07-16,2
197,2050-07-17,1
198,2050-07-18,1
199,2050-07-19,1
201,2050-07-21,4
204,2050-07-24,2
205,2050-07-25,5
208,2050-07-28,2
209,2050-07-29,6
211,2050-07-31,1
214,2050-08-03,2
216,2050-08-05,1
218,2050-08-07,1
224,2050-08-13,2
227,2050-08-16,5
228,2050-08-17,3
229,2050-08-18,6
230,2050-08-19,2
231,2050-08-20,3
232,2050-08-21,4
234,2050-08-23,10
236,2050-08-25,5
240,2050-08-29,2
241,2050-08-30,3
244,2050-09-02,2
254,2050-09-12,7
265,2050-09-23,6
274,2050-10-02,7
279,2050-10-07,6
280,2050-10-08,4
285,2050-10-13,15
287,2050-10-15,4
294,2050-10-22,1
297,2050-10-25,9
312,2050-11-09,4
321,2050-11-18,3
325,2050-11-22,9
328,2050-11-25,5
343,2050-12-10,5
345,2050-12-12,6
349,2050-12-16,12
358,2050-12-25,6
362,2050-12-29,7
364,2050-12-31,5
