Day of Year,Date,Weight
9,2050-01-10,25
12,2050-01-13,22
41,2050-02-11,10
46,2050-02-16,17
50,2050-02-20,24
82,2050-03-24,15
98,2050-04-09,5
125,2050-05-06,5
133,2050-05-14,2
135,2050-05-16,36
157,2050-06-07,19
160,2050-06-10,5
163,2050-06-13,14
180,2050-06-30,4
183,2050-07-03,10
207,2050-07-27,7
215,2050-08-04,6
218,2050-08-07,4
220,2050-08-09,7
221,2050-08-10,4
224,2050-08-13,8
249,2050-09-07,15
259,2050-09-17,11
276,2050-10-04,28
300,2050-10-28,11
307,2050-11-04,12
322,2050-11-19,9
342,2050-12-09,15
363,2050-12-30,15
