Day of Year,Date,Weight
2,2050-01-03,3
4,2050-01-05,1
9,2050-01-10,9
11,2050-01-12,6
14,2050-01-15,2
15,2050-01-16,2
18,2050-01-19,1
21,2050-01-22,1
25,2050-01-26,6
34,2050-02-04,8
45,2050-02-15,7
51,2050-02-21,7
55,2050-02-25,7
57,2050-02-27,7
68,2050-03-10,3
83,2050-03-25,5
87,2050-03-29,6
102,2050-04-13,8
109,2050-04-20,11
113,2050-04-24,12
125,2050-05-06,6
135,2050-05-16,15
136,2050-05-17,10
144,2050-05-25,2
150,2050-05-31,3
153,2050-06-03,7
165,2050-06-15,9
171,2050-06-21,2
172,2050-06-22,1
182,2050-07-02,4
184,2050-07-04,4
185,2050-07-05,1
186,2050-07-06,3
189,2050-07-09,1
196,2050-07-16,2
197,2050-07-17,3
200,2050-07-20,3
203,2050-07-23,2
204,2050-07-24,1
210,2050-07-30,1
212,2050-08-01,2
214,2050-08-03,2
215,2050-08-04,3
216,2050-08-05,2
220,2050-08-09,6
226,2050-08-15,2
230,2050-08-19,1
232,2050-08-21,4
233,2050-08-22,1
234,2050-08-23,3
236,2050-08-25,6
237,2050-08-26,2
240,2050-08-29,3
241,2050-08-30,3
245,2050-09-03,3
250,2050-09-08,4
251,2050-09-09,3
252,2050-09-10,3
256,2050-09-14,3
259,2050-09-17,12
266,2050-09-24,9
268,2050-09-26,22
277,2050-10-05,6
287,2050-10-15,3
298,2050-10-26,11
314,2050-11-11,4
320,2050-11-17,9
322,2050-11-19,4
328,2050-11-25,3
337,2050-12-04,6
350,2050-12-17,6
354,2050-12-21,13
355,2050-12-22,6
356,2050-12-23,3
