Day of Year,Date,Weight
2,2050-01-03,4
3,2050-01-04,3
8,2050-01-09,17
29,2050-01-30,17
62,2050-03-04,12
64,2050-03-06,20
95,2050-04-06,20
109,2050-04-20,21
132,2050-05-13,9
136,2050-05-17,16
165,2050-06-15,12
181,2050-07-01,7
198,2050-07-18,6
205,2050-07-25,7
207,2050-07-27,13
213,2050-08-02,2
220,2050-08-09,8
228,2050-08-17,6
234,2050-08-23,9
236,2050-08-25,5
247,2050-09-05,9
263,2050-09-21,42
279,2050-10-07,13
300,2050-10-28,17
317,2050-11-14,17
320,2050-11-17,11
321,2050-11-18,11
329,2050-11-26,10
360,2050-12-27,10
364,2050-12-31,11
