Day of Year,Date,Weight
7,2050-01-08,2
16,2050-01-17,5
26,2050-01-27,2
34,2050-02-04,7
46,2050-02-16,11
48,2050-02-18,3
51,2050-02-21,4
52,2050-02-22,4
56,2050-02-26,3
60,2050-03-02,4
61,2050-03-03,5
68,2050-03-10,13
83,2050-03-25,4
104,2050-04-15,7
109,2050-04-20,4
112,2050-04-23,6
137,2050-05-18,10
140,2050-05-21,2
141,2050-05-22,8
142,2050-05-23,5
144,2050-05-25,5
152,2050-06-02,9
167,2050-06-17,2
172,2050-06-22,1
173,2050-06-23,1
174,2050-06-24,5
175,2050-06-25,7
176,2050-06-26,7
178,2050-06-28,4
180,2050-06-30,4
186,2050-07-06,6
187,2050-07-07,1
188,2050-07-08,2
195,2050-07-15,6
197,2050-07-17,3
199,2050-07-19,1
204,2050-07-24,4
205,2050-07-25,3
208,2050-07-28,3
211,2050-07-31,2
212,2050-08-01,5
218,2050-08-07,1
225,2050-08-14,4
238,2050-08-27,5
242,2050-08-31,3
245,2050-09-03,7
247,2050-09-05,5
250,2050-09-08,2
252,2050-09-10,2
253,2050-09-11,7
256,2050-09-14,3
257,2050-09-15,6
262,2050-09-20,5
266,2050-09-24,3
274,2050-10-02,5
279,2050-10-07,3
284,2050-10-12,3
287,2050-10-15,4
288,2050-10-16,10
293,2050-10-21,7
298,2050-10-26,11
309,2050-11-06,5
321,2050-11-18,7
325,2050-11-22,12
331,2050-11-28,12
338,2050-12-05,3
342,2050-12-09,5
346,2050-12-13,8
347,2050-12-14,5
354,2050-12-21,12
356,2050-12-23,6
359,2050-12-26,4
