Day of Year,Date,Weight
5,2050-01-06,11
7,2050-01-08,6
13,2050-01-14,8
46,2050-02-16,23
71,2050-03-13,21
75,2050-03-17,11
97,2050-04-08,9
103,2050-04-14,7
106,2050-04-17,2
137,2050-05-18,16
142,2050-05-23,16
147,2050-05-28,4
155,2050-06-05,11
156,2050-06-06,4
168,2050-06-18,11
176,2050-06-26,18
184,2050-07-04,12
186,2050-07-06,14
196,2050-07-16,12
197,2050-07-17,4
199,2050-07-19,4
237,2050-08-26,10
261,2050-09-19,17
272,2050-09-30,17
274,2050-10-02,21
284,2050-10-12,9
293,2050-10-21,12
317,2050-11-14,9
320,2050-11-17,15
340,2050-12-07,13
357,2050-12-24,8
362,2050-12-29,10
