Day of Year,Date,Weight
2,2050-01-03,7
13,2050-01-14,4
18,2050-01-19,2
22,2050-01-23,1
29,2050-01-30,4
32,2050-02-02,5
35,2050-02-05,6
36,2050-02-06,12
40,2050-02-10,6
41,2050-02-11,4
49,2050-02-19,2
68,2050-03-10,6
70,2050-03-12,4
72,2050-03-14,7
73,2050-03-15,5
76,2050-03-18,2
77,2050-03-19,3
79,2050-03-21,4
83,2050-03-25,2
85,2050-03-27,3
94,2050-04-05,2
99,2050-04-10,7
100,2050-04-11,3
105,2050-04-16,2
110,2050-04-21,3
123,2050-05-04,2
126,2050-05-07,4
128,2050-05-09,8
131,2050-05-12,3
133,2050-05-14,1
141,2050-05-22,2
143,2050-05-24,6
147,2050-05-28,4
149,2050-05-30,5
153,2050-06-03,2
161,2050-06-11,3
162,2050-06-12,4
168,2050-06-18,1
169,2050-06-19,3
172,2050-06-22,1
175,2050-06-25,3
176,2050-06-26,4
180,2050-06-30,6
184,2050-07-04,4
189,2050-07-09,2
191,2050-07-11,3
193,2050-07-13,2
196,2050-07-16,3
198,2050-07-18,2
199,2050-07-19,1
205,2050-07-25,5
208,2050-07-28,2
210,2050-07-30,4
211,2050-07-31,2
213,2050-08-02,3
216,2050-08-05,1
218,2050-08-07,1
220,2050-08-09,1
224,2050-08-13,2
225,2050-08-14,3
233,2050-08-22,3
234,2050-08-23,3
235,2050-08-24,5
237,2050-08-26,4
239,2050-08-28,6
249,2050-09-07,1
252,2050-09-10,2
259,2050-09-17,4
262,2050-09-20,5
270,2050-09-28,8
272,2050-09-30,3
274,2050-10-02,5
277,2050-10-05,3
278,2050-10-06,4
281,2050-10-09,5
285,2050-10-13,7
287,2050-10-15,4
288,2050-10-16,8
297,2050-10-25,3
300,2050-10-28,6
304,2050-11-01,2
306,2050-11-03,2
308,2050-11-05,2
314,2050-11-11,4
322,2050-11-19,3
323,2050-11-20,2
325,2050-11-22,7
330,2050-11-27,5
331,2050-11-28,10
335,2050-12-02,3
338,2050-12-05,7
340,2050-12-07,3
341,2050-12-08,3
354,2050-12-21,8
356,2050-12-23,3
359,2050-12-26,3
