Day of Year,Date,Weight
0,2050-01-01,3
11,2050-01-12,15
12,2050-01-13,2
13,2050-01-14,4
20,2050-01-21,2
23,2050-01-24,6
25,2050-01-26,4
26,2050-01-27,5
40,2050-02-10,3
45,2050-02-15,7
50,2050-02-20,2
60,2050-03-02,2
61,2050-03-03,6
63,2050-03-05,5
64,2050-03-06,1
70,2050-03-12,3
71,2050-03-13,7
79,2050-03-21,6
85,2050-03-27,2
90,2050-04-01,4
93,2050-04-04,3
99,2050-04-10,6
103,2050-04-14,7
105,2050-04-16,3
114,2050-04-25,1
117,2050-04-28,8
118,2050-04-29,2
123,2050-05-04,2
124,2050-05-05,1
125,2050-05-06,1
128,2050-05-09,9
130,2050-05-11,4
131,2050-05-12,2
136,2050-05-17,5
142,2050-05-23,7
144,2050-05-25,4
147,2050-05-28,2
151,2050-06-01,4
161,2050-06-11,4
166,2050-06-16,4
171,2050-06-21,2
175,2050-06-25,3
177,2050-06-27,1
180,2050-06-30,7
182,2050-07-02,3
184,2050-07-04,2
188,2050-07-08,1
194,2050-07-14,2
196,2050-07-16,3
197,2050-07-17,2
199,2050-07-19,1
205,2050-07-25,6
206,2050-07-26,6
207,2050-07-27,4
210,2050-07-30,5
213,2050-08-02,7
216,2050-08-05,1
218,2050-08-07,1
220,2050-08-09,1
223,2050-08-12,3
228,2050-08-17,1
233,2050-08-22,2
234,2050-08-23,3
249,2050-09-07,1
257,2050-09-15,6
259,2050-09-17,3
262,2050-09-20,6
264,2050-09-22,7
266,2050-09-24,8
269,2050-09-27,7
274,2050-10-02,4
275,2050-10-03,3
277,2050-10-05,8
280,2050-10-08,4
284,2050-10-12,2
287,2050-10-15,4
300,2050-10-28,7
305,2050-11-02,5
306,2050-11-03,2
308,2050-11-05,2
312,2050-11-09,3
313,2050-11-10,6
314,2050-11-11,5
328,2050-11-25,1
329,2050-11-26,3
330,2050-11-27,6
346,2050-12-13,3
349,2050-12-16,8
350,2050-12-17,3
352,2050-12-19,1
354,2050-12-21,11
363,2050-12-30,1
