Day of Year,Date,Weight
7,2050-01-08,3
8,2050-01-09,4
21,2050-01-22,4
23,2050-01-24,7
27,2050-01-28,1
29,2050-01-30,3
34,2050-02-04,7
36,2050-02-06,13
48,2050-02-18,2
66,2050-03-08,2
79,2050-03-21,6
83,2050-03-25,2
90,2050-04-01,3
97,2050-04-08,4
99,2050-04-10,7
103,2050-04-14,5
108,2050-04-19,2
110,2050-04-21,4
111,2050-04-22,3
118,2050-04-29,1
120,2050-05-01,1
121,2050-05-02,5
128,2050-05-09,8
132,2050-05-13,2
133,2050-05-14,1
137,2050-05-18,4
141,2050-05-22,3
147,2050-05-28,3
150,2050-05-31,2
159,2050-06-09,4
161,2050-06-11,3
162,2050-06-12,4
163,2050-06-13,2
166,2050-06-16,5
169,2050-06-19,3
171,2050-06-21,2
175,2050-06-25,4
180,2050-06-30,5
182,2050-07-02,2
187,2050-07-07,2
190,2050-07-10,2
191,2050-07-11,2
193,2050-07-13,2
196,2050-07-16,3
197,2050-07-17,2
199,2050-07-19,1
201,2050-07-21,1
205,2050-07-25,6
207,2050-07-27,5
216,2050-08-05,1
218,2050-08-07,1
225,2050-08-14,4
231,2050-08-20,2
235,2050-08-24,8
236,2050-08-25,2
238,2050-08-27,4
239,2050-08-28,6
252,2050-09-10,2
257,2050-09-15,7
259,2050-09-17,3
264,2050-09-22,4
270,2050-09-28,9
273,2050-10-01,3
274,2050-10-02,5
276,2050-10-04,6
277,2050-10-05,7
279,2050-10-07,2
285,2050-10-13,6
286,2050-10-14,4
287,2050-10-15,4
291,2050-10-19,11
293,2050-10-21,9
295,2050-10-23,6
297,2050-10-25,3
305,2050-11-02,5
306,2050-11-03,2
307,2050-11-04,2
311,2050-11-08,6
326,2050-11-23,2
328,2050-11-25,1
331,2050-11-28,11
332,2050-11-29,5
336,2050-12-03,6
338,2050-12-05,9
341,2050-12-08,3
346,2050-12-13,4
354,2050-12-21,8
359,2050-12-26,4
362,2050-12-29,5
363,2050-12-30,1
