Day of Year,Date,Weight
2,2050-01-03,4
3,2050-01-04,3
14,2050-01-15,3
29,2050-01-30,14
34,2050-02-04,11
39,2050-02-09,5
55,2050-02-25,16
58,2050-02-28,16
64,2050-03-06,14
115,2050-04-26,25
123,2050-05-04,24
132,2050-05-13,10
165,2050-06-15,13
181,2050-07-01,8
183,2050-07-03,10
184,2050-07-04,5
207,2050-07-27,9
212,2050-08-01,2
215,2050-08-04,4
217,2050-08-06,2
220,2050-08-09,9
221,2050-08-10,7
234,2050-08-23,6
245,2050-09-03,3
247,2050-09-05,9
259,2050-09-17,19
275,2050-10-03,31
279,2050-10-07,16
283,2050-10-11,25
350,2050-12-17,12
354,2050-12-21,19
360,2050-12-27,11
