Day of Year,Date,Weight
11,2050-01-12,16
13,2050-01-14,5
14,2050-01-15,3
29,2050-01-30,4
34,2050-02-04,7
46,2050-02-16,15
48,2050-02-18,3
50,2050-02-20,3
52,2050-02-22,3
66,2050-03-08,2
77,2050-03-19,4
90,2050-04-01,2
100,2050-04-11,3
101,2050-04-12,9
104,2050-04-15,6
105,2050-04-16,3
109,2050-04-20,5
110,2050-04-21,3
119,2050-04-30,1
126,2050-05-07,3
141,2050-05-22,10
147,2050-05-28,3
159,2050-06-09,3
161,2050-06-11,3
163,2050-06-13,2
165,2050-06-15,5
171,2050-06-21,1
172,2050-06-22,1
173,2050-06-23,2
174,2050-06-24,5
177,2050-06-27,2
180,2050-06-30,3
183,2050-07-03,2
189,2050-07-09,3
196,2050-07-16,2
197,2050-07-17,2
198,2050-07-18,1
199,2050-07-19,1
201,2050-07-21,1
204,2050-07-24,7
208,2050-07-28,3
210,2050-07-30,6
212,2050-08-01,6
213,2050-08-02,5
216,2050-08-05,2
218,2050-08-07,1
224,2050-08-13,2
227,2050-08-16,1
228,2050-08-17,2
231,2050-08-20,2
233,2050-08-22,5
234,2050-08-23,6
242,2050-08-31,7
244,2050-09-02,3
248,2050-09-06,2
251,2050-09-09,1
256,2050-09-14,3
257,2050-09-15,6
266,2050-09-24,3
269,2050-09-27,7
270,2050-09-28,9
272,2050-09-30,7
276,2050-10-04,5
278,2050-10-06,3
279,2050-10-07,2
281,2050-10-09,6
282,2050-10-10,4
284,2050-10-12,4
287,2050-10-15,4
288,2050-10-16,9
291,2050-10-19,11
293,2050-10-21,7
311,2050-11-08,10
314,2050-11-11,3
317,2050-11-14,6
319,2050-11-16,7
326,2050-11-23,1
329,2050-11-26,7
340,2050-12-07,12
345,2050-12-12,4
350,2050-12-17,4
359,2050-12-26,3
362,2050-12-29,5
