Day of Year,Date,Weight
0,2050-01-01,5
5,2050-01-06,10
13,2050-01-14,8
63,2050-03-05,7
69,2050-03-11,7
74,2050-03-16,6
79,2050-03-21,9
83,2050-03-25,6
87,2050-03-29,7
92,2050-04-03,6
102,2050-04-13,4
126,2050-05-07,4
128,2050-05-09,15
136,2050-05-17,8
142,2050-05-23,10
161,2050-06-11,7
172,2050-06-22,1
173,2050-06-23,1
176,2050-06-26,3
180,2050-06-30,8
182,2050-07-02,6
185,2050-07-05,4
197,2050-07-17,3
205,2050-07-25,5
207,2050-07-27,8
210,2050-07-30,10
213,2050-08-02,12
218,2050-08-07,3
234,2050-08-23,9
240,2050-08-29,6
261,2050-09-19,10
263,2050-09-21,13
268,2050-09-26,3
270,2050-09-28,12
273,2050-10-01,5
281,2050-10-09,8
287,2050-10-15,4
288,2050-10-16,14
300,2050-10-28,10
314,2050-11-11,5
317,2050-11-14,7
325,2050-11-22,28
330,2050-11-27,6
332,2050-11-29,12
338,2050-12-05,12
339,2050-12-06,9
352,2050-12-19,1
358,2050-12-25,8
