Day of Year,Date,Weight
3,2050-01-04,1
4,2050-01-05,4
9,2050-01-10,10
11,2050-01-12,4
13,2050-01-14,5
15,2050-01-16,1
20,2050-01-21,2
25,2050-01-26,9
27,2050-01-28,7
31,2050-02-01,6
32,2050-02-02,7
35,2050-02-05,4
43,2050-02-13,1
45,2050-02-15,10
62,2050-03-04,4
67,2050-03-09,2
71,2050-03-13,2
77,2050-03-19,3
83,2050-03-25,4
86,2050-03-28,1
91,2050-04-02,4
94,2050-04-05,7
98,2050-04-09,5
99,2050-04-10,4
102,2050-04-13,9
105,2050-04-16,2
107,2050-04-18,7
109,2050-04-20,12
112,2050-04-23,7
133,2050-05-14,1
143,2050-05-24,3
148,2050-05-29,4
155,2050-06-05,12
165,2050-06-15,9
167,2050-06-17,6
171,2050-06-21,1
173,2050-06-23,1
181,2050-07-01,3
185,2050-07-05,2
186,2050-07-06,2
193,2050-07-13,4
195,2050-07-15,2
198,2050-07-18,2
199,2050-07-19,1
202,2050-07-22,2
203,2050-07-23,3
204,2050-07-24,2
206,2050-07-26,5
207,2050-07-27,2
208,2050-07-28,1
214,2050-08-03,1
215,2050-08-04,2
217,2050-08-06,2
218,2050-08-07,2
219,2050-08-08,7
221,2050-08-10,1
223,2050-08-12,4
228,2050-08-17,3
229,2050-08-18,2
230,2050-08-19,1
234,2050-08-23,4
237,2050-08-26,4
240,2050-08-29,2
242,2050-08-31,6
248,2050-09-06,1
252,2050-09-10,3
254,2050-09-12,7
257,2050-09-15,7
259,2050-09-17,3
263,2050-09-21,8
270,2050-09-28,11
283,2050-10-11,6
287,2050-10-15,6
296,2050-10-24,4
298,2050-10-26,5
302,2050-10-30,1
308,2050-11-05,3
310,2050-11-07,1
311,2050-11-08,6
314,2050-11-11,4
318,2050-11-15,5
325,2050-11-22,9
326,2050-11-23,2
332,2050-11-29,2
336,2050-12-03,5
354,2050-12-21,5
356,2050-12-23,4
361,2050-12-28,1
363,2050-12-30,3
