Day of Year,Date,Weight
3,2050-01-04,6
13,2050-01-14,5
17,2050-01-18,4
20,2050-01-21,2
29,2050-01-30,7
39,2050-02-09,12
40,2050-02-10,8
58,2050-02-28,3
79,2050-03-21,5
97,2050-04-08,8
99,2050-04-10,10
101,2050-04-12,7
103,2050-04-14,5
110,2050-04-21,5
118,2050-04-29,2
122,2050-05-03,3
128,2050-05-09,14
143,2050-05-24,7
144,2050-05-25,5
149,2050-05-30,5
152,2050-06-02,5
158,2050-06-08,9
171,2050-06-21,2
196,2050-07-16,7
197,2050-07-17,3
200,2050-07-20,6
205,2050-07-25,7
210,2050-07-30,8
213,2050-08-02,10
214,2050-08-03,3
217,2050-08-06,2
225,2050-08-14,6
228,2050-08-17,2
235,2050-08-24,8
245,2050-09-03,4
255,2050-09-13,9
257,2050-09-15,8
267,2050-09-25,10
269,2050-09-27,7
272,2050-09-30,4
277,2050-10-05,11
281,2050-10-09,6
286,2050-10-14,6
287,2050-10-15,4
293,2050-10-21,11
294,2050-10-22,2
308,2050-11-05,6
314,2050-11-11,5
317,2050-11-14,7
321,2050-11-18,5
325,2050-11-22,11
326,2050-11-23,3
331,2050-11-28,10
333,2050-11-30,3
334,2050-12-01,5
349,2050-12-16,9
353,2050-12-20,5
354,2050-12-21,13
