Day of Year,Date,Weight
0,2050-01-01,6
9,2050-01-10,13
13,2050-01-14,9
29,2050-01-30,8
32,2050-02-02,5
44,2050-02-14,11
46,2050-02-16,18
70,2050-03-12,4
73,2050-03-15,15
91,2050-04-02,10
97,2050-04-08,8
98,2050-04-09,8
99,2050-04-10,8
103,2050-04-14,6
115,2050-04-26,9
128,2050-05-09,11
131,2050-05-12,6
136,2050-05-17,13
142,2050-05-23,12
151,2050-06-01,9
166,2050-06-16,8
205,2050-07-25,8
211,2050-07-31,12
213,2050-08-02,14
214,2050-08-03,6
220,2050-08-09,5
225,2050-08-14,6
234,2050-08-23,8
259,2050-09-17,5
262,2050-09-20,13
266,2050-09-24,10
269,2050-09-27,14
270,2050-09-28,11
284,2050-10-12,4
287,2050-10-15,6
311,2050-11-08,8
330,2050-11-27,5
332,2050-11-29,8
338,2050-12-05,13
349,2050-12-16,9
364,2050-12-31,3
