Day of Year,Date,Weight
1,2050-01-02,1
4,2050-01-05,5
12,2050-01-13,15
14,2050-01-15,2
35,2050-02-05,5
42,2050-02-12,4
45,2050-02-15,6
46,2050-02-16,9
48,2050-02-18,8
84,2050-03-26,6
90,2050-04-01,6
94,2050-04-05,9
96,2050-04-07,2
98,2050-04-09,5
112,2050-04-23,2
114,2050-04-25,7
115,2050-04-26,10
125,2050-05-06,4
134,2050-05-15,16
141,2050-05-22,8
146,2050-05-27,4
150,2050-05-31,5
157,2050-06-07,10
163,2050-06-13,9
167,2050-06-17,6
171,2050-06-21,1
172,2050-06-22,2
174,2050-06-24,2
176,2050-06-26,2
183,2050-07-03,6
187,2050-07-07,3
189,2050-07-09,2
191,2050-07-11,4
195,2050-07-15,3
197,2050-07-17,3
203,2050-07-23,3
205,2050-07-25,3
209,2050-07-29,4
217,2050-08-06,2
219,2050-08-08,7
221,2050-08-10,3
223,2050-08-12,7
240,2050-08-29,7
243,2050-09-01,6
247,2050-09-05,3
258,2050-09-16,3
261,2050-09-19,2
262,2050-09-20,8
266,2050-09-24,8
283,2050-10-11,19
298,2050-10-26,11
301,2050-10-29,4
302,2050-10-30,1
313,2050-11-10,4
314,2050-11-11,6
322,2050-11-19,6
323,2050-11-20,9
325,2050-11-22,9
331,2050-11-28,14
336,2050-12-03,6
340,2050-12-07,6
343,2050-12-10,1
348,2050-12-15,5
349,2050-12-16,6
